From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
CAB14828.1	P94535	reviewed	GLCD_BACSU	Glycolate oxidase subunit GlcD (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcD)	glcD ysfC BSU28680	Bacillus subtilis (strain 168)	470
CAB14829.1	P94534	reviewed	GLCF_BACSU	Probable glycolate oxidase iron-sulfur subunit (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcF)	glcF ysfD BSU28690	Bacillus subtilis (strain 168)	444
CAB14830.1	P94533	reviewed	YSFE_BACSU	Uncharacterized protein YsfE	ysfE BSU28700	Bacillus subtilis (strain 168)	80
SOX90591.1	A0A2K4Z9L8	unreviewed	A0A2K4Z9L8_BACSU	Uncharacterized protein	BSU_28709 HIR78_16785	Bacillus subtilis (strain 168)	56
CAB14831.2	P94532	reviewed	CSTA_BACSU	Peptide transporter CstA (Carbon starvation protein A homolog)	cstA BSU28710	Bacillus subtilis (strain 168)	598
CAB14832.2	P94531	reviewed	IABF1_BACSU	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1 (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase)	abfA BSU28720	Bacillus subtilis (strain 168)	500
CAB14833.2	P94530	reviewed	ARAQ_BACSU	Arabinooligosaccharides transport system permease protein AraQ	araQ yseE BSU28730	Bacillus subtilis (strain 168)	281
CAB14834.1	P94529	reviewed	ARAP_BACSU	Arabinooligosaccharides transport system permease protein AraP	araP yseD BSU28740	Bacillus subtilis (strain 168)	313
CAB14835.2	P94528	reviewed	ARAN_BACSU	Arabinooligosaccharide-binding protein	araN yseC BSU28750	Bacillus subtilis (strain 168)	433
CAB14836.1	P94527	reviewed	G1PDH_BACSU	Glycerol-1-phosphate dehydrogenase [NAD(P)+] (G1P dehydrogenase) (G1PDH) (EC 1.1.1.261) (Arabinose operon protein AraM) (Enantiomeric glycerophosphate synthase) (sn-glycerol-1-phosphate dehydrogenase)	egsA araM yseB BSU28760	Bacillus subtilis (strain 168)	394
CAB14837.1	P94526	reviewed	ARAL_BACSU	Sugar-phosphatase AraL (EC 3.1.3.23) (Arabinose operon protein AraL) (Phosphoserine phosphatase) (EC 3.1.3.3)	araL yseA BSU28770	Bacillus subtilis (strain 168)	272
CAB14838.1	P94525	reviewed	ARAD_BACSU	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase)	araD BSU28780	Bacillus subtilis (strain 168)	229
CAB14839.1	P94524	reviewed	ARAB_BACSU	Ribulokinase (EC 2.7.1.16)	araB BSU28790	Bacillus subtilis (strain 168)	560
CAB14840.2	P94523	reviewed	ARAA_BACSU	L-arabinose isomerase (EC 5.3.1.4)	araA BSU28800	Bacillus subtilis (strain 168)	496
CAB14841.2	P94522	reviewed	EABN1_BACSU	Extracellular endo-alpha-(1->5)-L-arabinanase 1 (ABN) (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase)	abnA BSU28810	Bacillus subtilis (strain 168)	323
CAB14842.1	P94521	reviewed	YSDC_BACSU	Putative aminopeptidase YsdC (EC 3.4.11.-)	ysdC BSU28820	Bacillus subtilis (strain 168)	361
CAB14843.1	P94520	reviewed	YSDB_BACSU	Sigma-w pathway protein YsdB	ysdB BSU28830	Bacillus subtilis (strain 168)	130
CAB14844.1	P94519	reviewed	YSDA_BACSU	Uncharacterized protein YsdA	ysdA BSU28840	Bacillus subtilis (strain 168)	89
CAB14845.1	P55873	reviewed	RL20_BACSU	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	rplT BSU28850	Bacillus subtilis (strain 168)	119
CAB14846.1	P55874	reviewed	RL35_BACSU	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	rpmI BSU28860	Bacillus subtilis (strain 168)	66
CAB14847.1	P55872	reviewed	IF3_BACSU	Translation initiation factor IF-3	infC BSU28870	Bacillus subtilis (strain 168)	173
CAB14849.2	P94517	reviewed	YSCB_BACSU	Uncharacterized protein YscB	yscB BSU28890	Bacillus subtilis (strain 168)	221
CAB14850.1	P94516	reviewed	LRGB_BACSU	Antiholin-like protein LrgB	lrgB ysbB BSU28900	Bacillus subtilis (strain 168)	231
CAB14851.1	P94515	reviewed	LRGA_BACSU	Antiholin-like protein LrgA	lrgA ysbA BSU28910	Bacillus subtilis (strain 168)	146
CAB14852.1	P94514	reviewed	LYTT_BACSU	Sensory transduction protein LytT	lytT BSU28920	Bacillus subtilis (strain 168)	241
CAB14853.1	P94513	reviewed	LYTS_BACSU	Sensor protein LytS (EC 2.7.13.3)	lytS BSU28930	Bacillus subtilis (strain 168)	593
CAB14854.2	P94512	reviewed	PSP_BACSU	Phosphoserine phosphatase (PSP) (EC 3.1.3.3)	serB ysaA BSU28940	Bacillus subtilis (strain 168)	260
CAB14855.1	P18255	reviewed	SYT1_BACSU	Threonine--tRNA ligase 1 (EC 6.1.1.3) (Threonyl-tRNA synthetase 1) (ThrRS 1)	thrS thrSV BSU28950	Bacillus subtilis (strain 168)	643
CAB14856.2	P06569	reviewed	YTXC_BACSU	Uncharacterized protein YtxC (ORF-281)	ytxC BSU28960	Bacillus subtilis (strain 168)	281
CAB14857.1	P06568	reviewed	YTXB_BACSU	TVP38/TMEM64 family membrane protein YtxB (ORF-213)	ytxB BSU28970	Bacillus subtilis (strain 168)	213
CAB14858.1	P06567	reviewed	DNAI_BACSU	Primosomal protein DnaI	dnaI ytxA BSU28980	Bacillus subtilis (strain 168)	311
CAB14859.1	P07908	reviewed	DNAB_BACSU	Replication initiation and membrane attachment protein	dnaB BSU28990	Bacillus subtilis (strain 168)	472
CAB14860.1	Q45549	reviewed	NRDR_BACSU	Transcriptional repressor NrdR	nrdR ytcG BSU29000	Bacillus subtilis (strain 168)	152
CAB14861.2	O34426	reviewed	SPEH_BACSU	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH speD ytcF BSU29010	Bacillus subtilis (strain 168)	126
CAB14862.1	O34425	reviewed	G3P2_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 2 (GAPDH) (EC 1.2.1.59) (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapB BSU29020	Bacillus subtilis (strain 168)	340
CAB14863.1	O34533	reviewed	YTCD_BACSU	Uncharacterized HTH-type transcriptional regulator YtcD	ytcD BSU29030	Bacillus subtilis (strain 168)	126
CAB14864.1	O34367	reviewed	YTBD_BACSU	Uncharacterized MFS-type transporter YtbD	ytbD BSU29040	Bacillus subtilis (strain 168)	396
CAB14865.1	O34678	reviewed	YTBE_BACSU	Uncharacterized oxidoreductase YtbE (EC 1.-.-.-)	ytbE BSU29050	Bacillus subtilis (strain 168)	280
CAB14866.1	O34932	reviewed	COAE_BACSU	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE ytaG BSU29060	Bacillus subtilis (strain 168)	197
CAB14867.2	C0SP79	reviewed	YTAF_BACSU	Probable sporulation protein YtaF	ytaF BSU29070	Bacillus subtilis (strain 168)	210
CAB14868.2	O34403	reviewed	FPG_BACSU	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg ytaE BSU29080	Bacillus subtilis (strain 168)	276
CAB14869.1	O34996	reviewed	DPO1_BACSU	DNA polymerase I (POL I) (EC 2.7.7.7)	polA BSU29090	Bacillus subtilis (strain 168)	880
CAB14870.1	P23545	reviewed	PHOR_BACSU	Alkaline phosphatase synthesis sensor protein PhoR (EC 2.7.13.3)	phoR BSU29100	Bacillus subtilis (strain 168)	579
CAB14871.2	P13792	reviewed	PHOP_BACSU	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	phoP BSU29110	Bacillus subtilis (strain 168)	240
CAB14872.1	P49814	reviewed	MDH_BACSU	Malate dehydrogenase (EC 1.1.1.37) (Vegetative protein 69) (VEG69)	mdh citH BSU29120	Bacillus subtilis (strain 168)	312
CAB14873.1	P39126	reviewed	IDH_BACSU	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd citC BSU29130	Bacillus subtilis (strain 168)	423
CAB14874.1	P39120	reviewed	CISY2_BACSU	Citrate synthase 2 (EC 2.3.3.16) (Citrate synthase II)	citZ citA2 BSU29140	Bacillus subtilis (strain 168)	372
CAB14875.1	O34811	reviewed	YTWI_BACSU	UPF0756 membrane protein YtwI	ytwI BSU29150	Bacillus subtilis (strain 168)	154
CAB14876.1	O34991	reviewed	YTVI_BACSU	Putative transport protein YtvI	ytvI BSU29160	Bacillus subtilis (strain 168)	371
CAB14877.1	O32064	reviewed	YTZA_BACSU	UPF0716 protein YtzA	ytzA BSU29170	Bacillus subtilis (strain 168)	127
CAB14878.1	P80885	reviewed	KPYK_BACSU	Pyruvate kinase (PK) (EC 2.7.1.40) (Vegetative protein 17) (VEG17)	pyk pykA BSU29180	Bacillus subtilis (strain 168)	585
CAB14879.1	O34529	reviewed	PFKA_BACSU	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA pfk BSU29190	Bacillus subtilis (strain 168)	319
CAB14880.1	O34847	reviewed	ACCA_BACSU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BSU29200	Bacillus subtilis (strain 168)	325
CAB14881.2	C0SP93	reviewed	ACCD_BACSU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD yttI BSU29210	Bacillus subtilis (strain 168)	290
CAB14882.1	O34962	reviewed	MAO4_BACSU	Bifunctional malic/malolactic enzyme (EC 1.1.1.40) (EC 4.1.1.101) (Malolactic enzyme) (MLE) (NADP-dependent malic enzyme) (NADP-ME)	ytsJ BSU29220	Bacillus subtilis (strain 168)	410
CAB14883.1	O34623	reviewed	DPO3A_BACSU	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE BSU29230	Bacillus subtilis (strain 168)	1115
CAX52677.1	C0H3P8	reviewed	YTRH_BACSU	Sporulation membrane protein YtrH	ytrH spoVIGA BSU29239	Bacillus subtilis (strain 168)	113
CAB14884.3	O34460	reviewed	YTRI_BACSU	Sporulation membrane protein YtrI	ytrI BSU29240	Bacillus subtilis (strain 168)	167
CAX52678.1	C0H3P9	reviewed	YTZJ_BACSU	Uncharacterized protein YtzJ	ytzJ BSU29249	Bacillus subtilis (strain 168)	63
CAB14885.1	O34600	reviewed	NRNA_BACSU	Bifunctional oligoribonuclease and PAP phosphatase NrnA (EC 3.1.-.-) (3'(2'),5'-bisphosphate nucleotidase) (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (nanoRNase)	nrnA ytqI BSU29250	Bacillus subtilis (strain 168)	313
CAB14886.1	O34922	reviewed	YTPI_BACSU	Uncharacterized membrane protein YtpI	ytpI BSU29260	Bacillus subtilis (strain 168)	100
CAB14887.1	O34921	reviewed	YTOI_BACSU	Uncharacterized protein YtoI	ytoI yodW BSU29270	Bacillus subtilis (strain 168)	439
CAB14888.1	O34430	reviewed	YTNM_BACSU	Probable membrane transporter protein YtnM	ytnM BSU29280	Bacillus subtilis (strain 168)	300
CAB14889.1	O34980	reviewed	SNDA_BACSU	N-acetyl-L-cysteine deacetylase (EC 3.5.1.-)	sndA ytnL BSU29290	Bacillus subtilis (strain 168)	416
CAB14890.1	P94465	reviewed	RIBR_BACSU	RNA-binding riboflavin kinase RibR (EC 2.7.1.26)	ribR ytnK BSU29300	Bacillus subtilis (strain 168)	230
CAB14891.1	O34974	reviewed	CMOJ_BACSU	N-acetyl-S-alkylcysteine sulfoxide monooxygenase (EC 1.14.14.-) (N-acetyl-S-alkylcysteine sulfoxide lyase)	cmoJ moxC ytnJ BSU29310	Bacillus subtilis (strain 168)	442
CAB14892.1	O34639	reviewed	CMOI_BACSU	N-acetyl-S-hydroxy-L-cysteine reductase (EC 1.8.4.-) (N-acetyl-L-cysteine sulfenic acid reductase)	cmoI ytnI BSU29320	Bacillus subtilis (strain 168)	93
CAB14893.1	O34846	reviewed	CMOO_BACSU	N-acetyl-S-alkylcysteine monooxygenase (EC 1.14.14.-)	cmoO ytmO BSU29330	Bacillus subtilis (strain 168)	334
CAB14894.1	O34900	reviewed	TCYN_BACSU	L-cystine import ATP-binding protein TcyN (EC 7.4.2.-)	tcyN ytmN BSU29340	Bacillus subtilis (strain 168)	259
CAB14895.1	O34931	reviewed	TCYM_BACSU	L-cystine transport system permease protein TcyM	tcyM ytmM BSU29350	Bacillus subtilis (strain 168)	235
CAB14896.1	O34315	reviewed	TCYL_BACSU	L-cystine transport system permease protein TcyL	tcyL ytmL BSU29360	Bacillus subtilis (strain 168)	239
CAB14897.1	O34852	reviewed	TCYK_BACSU	L-cystine-binding protein TcyK	tcyK ytmK BSU29370	Bacillus subtilis (strain 168)	270
CAB14898.1	O34406	reviewed	TCYJ_BACSU	L-cystine-binding protein TcyJ	tcyJ ytmJ BSU29380	Bacillus subtilis (strain 168)	269
CAB14899.1	O34350	reviewed	SNAA_BACSU	S-alkylcysteine N-acetyltransferase (EC 2.3.1.80)	snaA ytmI BSU29390	Bacillus subtilis (strain 168)	178
CAB14900.1	O35038	reviewed	YTLI_BACSU	HTH-type transcriptional regulator YtlI	ytlI BSU29400	Bacillus subtilis (strain 168)	308
CAB14901.2	Q795U4	reviewed	YTKL_BACSU	UPF0173 metal-dependent hydrolase YtkL	ytkL BSU29410	Bacillus subtilis (strain 168)	227
CAB14902.1	O34308	reviewed	YTKK_BACSU	Putative oxidoreductase YtkK (EC 1.-.-.-)	ytkK BSU29420	Bacillus subtilis (strain 168)	255
CAB14904.1	O34858	reviewed	ARLY_BACSU	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH BSU29440	Bacillus subtilis (strain 168)	461
CAB14905.1	O34347	reviewed	ASSY_BACSU	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG BSU29450	Bacillus subtilis (strain 168)	403
CAB14924.1	O34457	reviewed	MOAB_BACSU	Molybdenum cofactor biosynthesis protein B	moaB BSU29460	Bacillus subtilis (strain 168)	170
CAB14925.1	P37877	reviewed	ACKA_BACSU	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA BSU29470	Bacillus subtilis (strain 168)	395
SOX90592.1	A0A2K4Z9M3	unreviewed	A0A2K4Z9M3_BACSU	Uncharacterized protein	BSU_29479 HIR78_17175	Bacillus subtilis (strain 168)	67
CAB14926.1	P37876	reviewed	YTXK_BACSU	Uncharacterized protein YtxK	ytxK ythI BSU29480	Bacillus subtilis (strain 168)	329
CAB14927.1	P80864	reviewed	TPX_BACSU	Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	tpx ytgI BSU29490	Bacillus subtilis (strain 168)	167
CAB14928.1	O34806	reviewed	YTFJ_BACSU	Uncharacterized spore protein YtfJ	ytfJ BSU29500	Bacillus subtilis (strain 168)	151
CAB14929.1	O34917	reviewed	YTFI_BACSU	Uncharacterized protein YtfI	ytfI BSU29510	Bacillus subtilis (strain 168)	226
CAB14930.1	O34424	reviewed	YTEJ_BACSU	Uncharacterized membrane protein YteJ	yteJ BSU29520	Bacillus subtilis (strain 168)	164
CAB14931.1	O34525	reviewed	SPPA_BACSU	Putative signal peptide peptidase SppA (EC 3.4.21.-)	sppA yteI BSU29530	Bacillus subtilis (strain 168)	335
CAB14932.1	O34934	reviewed	NADK2_BACSU	NAD kinase 2 (EC 2.7.1.23) (ATP-dependent NAD kinase 2)	nadK2 BSU29540	Bacillus subtilis (strain 168)	267
CAB14933.1	O34355	reviewed	YTCJ_BACSU	Putative amidohydrolase YtcJ (EC 3.5.-.-)	ytcJ BSU29550	Bacillus subtilis (strain 168)	529
CAB14934.2	C0SPB0	reviewed	YTCI_BACSU	Uncharacterized acyl--CoA ligase YtcI (EC 6.2.1.-)	ytcI BSU29560	Bacillus subtilis (strain 168)	529
CAB14935.1	P04831	reviewed	SSPA_BACSU	Small, acid-soluble spore protein A (SASP)	sspA BSU29570	Bacillus subtilis (strain 168)	69
CAB14936.2	O34595	reviewed	THII_BACSU	Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI ytbJ BSU29580	Bacillus subtilis (strain 168)	401
CAB14937.1	O34874	reviewed	ISCS2_BACSU	Putative cysteine desulfurase IscS 2 (EC 2.8.1.7)	iscS2 nifS2 BSU29590	Bacillus subtilis (strain 168)	381
CAB14938.1	O34545	reviewed	BRAB_BACSU	Branched-chain amino acid permease BraB (BCAA permease) (Branched-chain amino acid transport system carrier protein BraB) (Branched-chain amino acid uptake carrier BraB)	braB BSU29600	Bacillus subtilis (strain 168)	445
CAB14939.1	O34894	reviewed	EZRA_BACSU	Septation ring formation regulator EzrA	ezrA ytwP BSU29610	Bacillus subtilis (strain 168)	562
CAB14940.1	O34411	reviewed	HIS9_BACSU	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	hisK hisJ BSU29620	Bacillus subtilis (strain 168)	268
CAB14941.1	O34970	reviewed	YTTP_BACSU	Probable HTH-type transcriptional regulator YttP (Stress response protein YttP)	yttP BSU29630	Bacillus subtilis (strain 168)	207
CAB14942.2	O34553	reviewed	YTSP_BACSU	Protein YtsP	ytsP BSU29640	Bacillus subtilis (strain 168)	163
CAB14943.1	O34325	reviewed	YTRP_BACSU	Uncharacterized protein YtrP	ytrP BSU29650	Bacillus subtilis (strain 168)	579
CAB14944.1	P21466	reviewed	RS4_BACSU	Small ribosomal subunit protein uS4 (30S ribosomal protein S4) (BS4)	rpsD BSU29660	Bacillus subtilis (strain 168)	200
CAB14945.1	P22326	reviewed	SYY1_BACSU	Tyrosine--tRNA ligase 1 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 1) (TyrRS 1)	tyrS1 BSU29670	Bacillus subtilis (strain 168)	422
CAB14946.1	P39062	reviewed	ACSA_BACSU	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA BSU29680	Bacillus subtilis (strain 168)	572
CAB14947.1	P39065	reviewed	ACUA_BACSU	Acetoin utilization protein AcuA (EC 2.3.1.-) (Protein acetyltransferase AcuA)	acuA BSU29690	Bacillus subtilis (strain 168)	210
CAB14948.1	P39066	reviewed	ACUB_BACSU	Acetoin utilization protein AcuB	acuB BSU29700	Bacillus subtilis (strain 168)	214
CAB14949.1	P39067	reviewed	ACUC_BACSU	Acetoin utilization protein AcuC	acuC BSU29710	Bacillus subtilis (strain 168)	387
CAB14950.1	P39064	reviewed	YTXE_BACSU	Uncharacterized protein YtxE	ytxE BSU29720	Bacillus subtilis (strain 168)	242
CAB14951.1	P39063	reviewed	YTXD_BACSU	Uncharacterized protein YtxD	ytxD BSU29730	Bacillus subtilis (strain 168)	272
CAB14952.1	P25144	reviewed	CCPA_BACSU	Catabolite control protein A (Glucose-resistance amylase regulator)	ccpA alsA amyR graR BSU29740	Bacillus subtilis (strain 168)	334
CAB14953.1	P39912	reviewed	AROG_BACSU	Protein AroA(G) [Includes: Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase); Chorismate mutase (EC 5.4.99.5)]	aroA BSU29750	Bacillus subtilis (strain 168)	358
CAB14954.1	P39914	reviewed	BRXC_BACSU	Monothiol bacilliredoxin BrxC (Monothiol Brx-C) (Bacillithiol system redox-active protein YtxJ) (ORF2) (ORF3)	brxC ytxJ BSU29760 HIR78_17325	Bacillus subtilis (strain 168)	108
CAB14955.2	P40780	reviewed	YTXH_BACSU	Uncharacterized protein YtxH	ytxH BSU29770	Bacillus subtilis (strain 168)	151
CAB14956.2	P40779	reviewed	YTXG_BACSU	UPF0478 protein YtxG	ytxG BSU29780	Bacillus subtilis (strain 168)	140
CAB14957.1	P40778	reviewed	MURC_BACSU	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC ytxF BSU29790	Bacillus subtilis (strain 168)	432
CAB14959.2	C0SP86	reviewed	SFTA_BACSU	DNA translocase SftA (Septum-associated FtsK-like translocase of DNA)	sftA ytpS ytpT BSU29805 BSU29810	Bacillus subtilis (strain 168)	952
CAB14960.1	O34943	reviewed	YTPR_BACSU	Putative tRNA-binding protein YtpR (Partial phenylalanyl-tRNA synthetase) (Partial PheRS) (pFRS)	ytpR BSU29820	Bacillus subtilis (strain 168)	201
CAB14961.1	O34496	reviewed	YTPQ_BACSU	UPF0354 protein YtpQ	ytpQ BSU29830	Bacillus subtilis (strain 168)	269
CAB14962.1	O34357	reviewed	YTPP_BACSU	Thioredoxin-like protein YtpP	ytpP BSU29840	Bacillus subtilis (strain 168)	107
SOX90593.1	A0A2K4Z9M1	unreviewed	A0A2K4Z9M1_BACSU	Uncharacterized protein	BSU_29845 HIR78_17365	Bacillus subtilis (strain 168)	38
CAB14963.1	O34305	reviewed	YTOQ_BACSU	Uncharacterized protein YtoQ	ytoQ BSU29850	Bacillus subtilis (strain 168)	148
CAB14964.1	O34924	reviewed	YTOP_BACSU	Putative aminopeptidase YtoP (EC 3.4.11.-)	ytoP BSU29860	Bacillus subtilis (strain 168)	357
CAB14965.1	O32065	reviewed	YTZB_BACSU	Uncharacterized protein YtzB	ytzB BSU29870	Bacillus subtilis (strain 168)	105
CAB14966.1	O34389	reviewed	MAO3_BACSU	NAD-dependent malic enzyme 3 (NAD-ME 3) (EC 1.1.1.38) (Malate dehydrogenase MalS)	malS BSU29880	Bacillus subtilis (strain 168)	566
CAB14967.1	O34760	reviewed	YTNP_BACSU	Probable quorum-quenching lactonase YtnP (EC 3.1.1.-)	ytnP BSU29890	Bacillus subtilis (strain 168)	281
CAB14968.1	O34522	reviewed	TRMB_BACSU	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (BsTrmB) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB ytmQ BSU29900	Bacillus subtilis (strain 168)	213
CAB14969.1	O32066	reviewed	YTZH_BACSU	Uncharacterized protein YtzH	ytzH BSU29910	Bacillus subtilis (strain 168)	92
CAB14970.2	C0SPC1	reviewed	CCRZ_BACSU	Cell cycle regulator CcrZ (EC 2.7.1.15) (EC 2.7.1.229) (Cell cycle regulator protein interacting with FtsZ)	ccrZ ytmP BSU29920	Bacillus subtilis (strain 168)	269
CAB14971.2	C0SPA0	reviewed	PULA_BACSU	Pullulanase (EC 3.2.1.41) (Alpha-dextrin endo-1,6-alpha-glucosidase) (Pullulan 6-glucanohydrolase)	amyX BSU29930	Bacillus subtilis (strain 168)	718
CAB14972.1	O34799	reviewed	YTLR_BACSU	Putative lipid kinase YtlR (EC 2.7.1.-)	ytlR BSU29940	Bacillus subtilis (strain 168)	309
CAB14973.1	O34471	reviewed	YTLQ_BACSU	Uncharacterized protein YtlQ	ytlQ BSU29950	Bacillus subtilis (strain 168)	304
CAB14974.1	O34570	reviewed	THPR_BACSU	RNA 2',3'-cyclic phosphodiesterase (RNA 2',3'-CPDase) (EC 3.1.4.58)	ytlP BSU29960	Bacillus subtilis (strain 168)	183
CAB14975.1	O34476	reviewed	CYSM_BACSU	Probable cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase)	ytkP BSU29970	Bacillus subtilis (strain 168)	311
CAB14976.1	O34944	reviewed	PEPVL_BACSU	Putative dipeptidase YtjP (EC 3.4.13.-)	ytjP BSU29980	Bacillus subtilis (strain 168)	463
CAB14977.1	O34978	reviewed	PBUO_BACSU	Guanine/hypoxanthine permease PbuO	pbuO ytiP BSU29990	Bacillus subtilis (strain 168)	432
CAB14978.1	O35029	reviewed	YTHQ_BACSU	Putative transporter YthQ	ythQ BSU30000	Bacillus subtilis (strain 168)	385
CAB14979.1	O34977	reviewed	YTHP_BACSU	Uncharacterized ABC transporter ATP-binding protein YthP (EC 7.-.-.-)	ythP BSU30010	Bacillus subtilis (strain 168)	236
CAB14980.1	O32067	reviewed	YTZE_BACSU	Uncharacterized HTH-type transcriptional regulator YtzE	ytzE BSU30020	Bacillus subtilis (strain 168)	73
CAB14982.2	O32068	reviewed	YTZG_BACSU	Uncharacterized RNA pseudouridine synthase YtzG (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	ytzG ytzF BSU30035 BSU30030 BSU30040	Bacillus subtilis (strain 168)	239
CAB14983.1	O34674	reviewed	MURJ_BACSU	Lipid II flippase MurJ (Cell division protein YtgP)	murJ ytgP BSU30050	Bacillus subtilis (strain 168)	544
CAB14984.2	Q795R8	reviewed	YTFP_BACSU	Uncharacterized protein YtfP	ytfP BSU30060	Bacillus subtilis (strain 168)	420
CAB14985.1	P54417	reviewed	OPUD_BACSU	Glycine betaine transporter OpuD	opuD ytfQ BSU30070	Bacillus subtilis (strain 168)	512
CAB14986.1	P94496	reviewed	CSE60_BACSU	Sporulation protein cse60	cse60 yteV BSU30080	Bacillus subtilis (strain 168)	60
CAB14987.1	O34378	reviewed	YTEU_BACSU	Uncharacterized protein YteU	yteU BSU30090	Bacillus subtilis (strain 168)	222
CAB14988.1	O34371	reviewed	YTET_BACSU	Putative oxidoreductase YteT (EC 1.-.-.-)	yteT BSU30100	Bacillus subtilis (strain 168)	428
CAB14989.2	C0SP80	reviewed	YTES_BACSU	Putative lipoprotein YteS	yteS BSU30110	Bacillus subtilis (strain 168)	167
CAB14990.3	O34559	reviewed	URHG2_BACSU	Unsaturated rhamnogalacturonyl hydrolase YteR (URH) (EC 3.2.1.172)	yteR BSU30120	Bacillus subtilis (strain 168)	373
CAB14992.2	C0SPB3	reviewed	YTEP_BACSU	Polygalacturonan/rhamnogalacturonan transport system permease protein YteP	yteP yteQ BSU30135 BSU30130/BSU30140	Bacillus subtilis (strain 168)	321
CAB14993.1	O32071	reviewed	YTDP_BACSU	Uncharacterized HTH-type transcriptional regulator YtdP	ytdP BSU30150	Bacillus subtilis (strain 168)	772
CAB14994.3	Q795R2	reviewed	YTCQ_BACSU	Polygalacturonan/rhamnogalacturonan-binding protein YtcQ	ytcQ BSU30160	Bacillus subtilis (strain 168)	498
CAB14995.1	P53561	reviewed	YTCP_BACSU	Polygalacturonan/rhamnogalacturonan transport system permease protein YtcP	ytcP BSU30170	Bacillus subtilis (strain 168)	286
CAB14996.2	P53560	reviewed	YTBQ_BACSU	Uncharacterized protein YtbQ	ytbQ BSU30180	Bacillus subtilis (strain 168)	253
CAB14997.1	P53554	reviewed	BIOI_BACSU	Biotin biosynthesis cytochrome P450 (EC 1.14.14.46)	bioI CYP107H BSU30190	Bacillus subtilis (strain 168)	395
CAB14998.1	P53557	reviewed	BIOB_BACSU	Biotin synthase (EC 2.8.1.6)	bioB BSU30200	Bacillus subtilis (strain 168)	335
