,gene_id,gene_name,gene_ontology
3864,BSU_38120,rodA,cell division
3865,BSU_38120,rodA,integral component of plasma membrane
3866,BSU_38120,rodA,regulation of cell shape
3867,BSU_38210,ywcD,plasma membrane
3874,BSU_38280,efeU,ferrous iron transmembrane transporter activity
3875,BSU_38280,efeU,plasma membrane
3876,BSU_38280,efeU,iron ion transmembrane transport
3877,BSU_38290,thiE,thiamine biosynthetic process
3878,BSU_38290,thiE,cytoplasm
3879,BSU_38290,thiE,thiamine-phosphate diphosphorylase activity
3883,BSU_38320,cidA,plasma membrane
3884,BSU_38340,ywbF,organic substance transport
3885,BSU_38340,ywbF,lactose binding
3886,BSU_38340,ywbF,lactose:proton symporter activity
3887,BSU_38340,ywbF,integral component of plasma membrane
3890,BSU_38390,ywbA,plasma membrane
3891,BSU_38390,ywbA,carbohydrate derivative transport
3892,BSU_38490,menA,vitamin K biosynthetic process
3893,BSU_38490,menA,prenyltransferase activity
3894,BSU_38490,menA,menaquinone biosynthetic process
3895,BSU_38490,menA,"ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
3896,BSU_38510,dltB,"transferase activity, transferring acyl groups"
3897,BSU_38200,galK,galactose metabolic process
3898,BSU_38200,galK,galactokinase activity
3899,BSU_38200,galK,cytosol
3900,BSU_05120,cspC,RNA binding
3901,BSU_05120,cspC,nucleic acid binding
3902,BSU_05120,cspC,cytosol
3903,BSU_05120,cspC,"negative regulation of DNA-templated transcription, termination"
3904,BSU_05120,cspC,"transcription antitermination factor activity, RNA binding"
3905,BSU_05120,cspC,regulation of gene expression
3915,BSU_36890,upp,cytoplasm
3916,BSU_36890,upp,cytosol
3917,BSU_36890,upp,uracil phosphoribosyltransferase activity
3918,BSU_36900,glyA,folic acid metabolic process
3919,BSU_36900,glyA,serine binding
3920,BSU_36900,glyA,tetrahydrofolate metabolic process
3921,BSU_36900,glyA,glycine hydroxymethyltransferase activity
3922,BSU_36900,glyA,one-carbon metabolic process
3923,BSU_36900,glyA,pyridoxal phosphate binding
3924,BSU_36900,glyA,cytoplasm
3925,BSU_36900,glyA,cytosol
3926,BSU_36900,glyA,zinc ion binding
3927,BSU_36900,glyA,L-serine catabolic process
3928,BSU_36900,glyA,glycine biosynthetic process from serine
3929,BSU_36900,glyA,cobalt ion binding
3930,BSU_35470,comFA,DNA unwinding involved in DNA replication
3931,BSU_35470,comFA,double-strand break repair
3932,BSU_35470,comFA,DNA replication initiation
3933,BSU_35470,comFA,3'-5' DNA helicase activity
3934,BSU_35470,comFA,DNA recombination
3935,BSU_06140,gutR,defense response to virus
3936,BSU_06140,gutR,cytosol
3937,BSU_39400,pdp,thymidine phosphorylase activity
3938,BSU_39400,pdp,cytosol
3939,BSU_39410,nupC,integral component of plasma membrane
3940,BSU_39410,nupC,nucleoside transmembrane transport
3941,BSU_39410,nupC,nucleoside transmembrane transporter activity
3942,BSU_39410,nupC,symporter activity
3947,BSU_40330,rocE,integral component of membrane
3948,BSU_40330,rocE,amino acid transmembrane transporter activity
3949,BSU_40330,rocE,amino acid transmembrane transport
3953,BSU_08970,prkA,protein kinase activity
3954,BSU_09430,citR,"regulation of transcription, DNA-templated"
3955,BSU_09430,citR,transcription regulatory region sequence-specific DNA binding
3956,BSU_30940,glgP,glycogen catabolic process
3957,BSU_30940,glgP,cytoplasm
3958,BSU_30940,glgP,glycogen phosphorylase activity
3959,BSU_30940,glgP,pyridoxal phosphate binding
3960,BSU_39420,deoC,deoxyribose-phosphate aldolase activity
3961,BSU_39420,deoC,carbohydrate catabolic process
3962,BSU_39420,deoC,deoxyribonucleotide catabolic process
3963,BSU_09440,citA,carbohydrate metabolic process
3964,BSU_09440,citA,citrate (Si)-synthase activity
3965,BSU_09440,citA,tricarboxylic acid cycle
3966,BSU_30980,glgB,carbohydrate metabolic process
3967,BSU_30980,glgB,cytosol
3968,BSU_30980,glgB,cytoplasm
3969,BSU_30980,glgB,"1,4-alpha-glucan branching enzyme activity"
3970,BSU_30980,glgB,glycogen biosynthetic process
3972,BSU_18330,ppsB,cytoplasm
3973,BSU_18330,ppsB,phosphopantetheine binding
3974,BSU_18330,ppsB,acyl carrier activity
3975,BSU_23070,serA,phosphoglycerate dehydrogenase activity
3976,BSU_23070,serA,L-serine biosynthetic process
3982,BSU_41020,mnmE,tRNA wobble uridine modification
3983,BSU_41020,mnmE,cytoplasm
3984,BSU_41020,mnmE,cytosol
3985,BSU_41020,mnmE,tRNA methylation
3986,BSU_41000,rsmG,rRNA (guanine-N7-)-methyltransferase activity
3987,BSU_41000,rsmG,cytosol
3988,BSU_15520,pyrAB,nitrogen compound metabolic process
3989,BSU_15520,pyrAB,glutamine metabolic process
3990,BSU_15520,pyrAB,cytoplasm
3991,BSU_04730,sigB,"regulation of transcription, DNA-templated"
3992,BSU_28970,ytxB,membrane
3993,BSU_28970,ytxB,plasma membrane
3994,BSU_28980,dnaI,DNA replication
3995,BSU_28980,dnaI,DNA strand elongation involved in DNA replication
3996,BSU_24610,sinR,"regulation of transcription, DNA-templated"
3997,BSU_24610,sinR,DNA-binding transcription factor activity
3998,BSU_15210,spoVE,cell division site
3999,BSU_15210,spoVE,integral component of plasma membrane
4000,BSU_15210,spoVE,regulation of cell shape
4001,BSU_15210,spoVE,lipid-linked peptidoglycan transporter activity
4002,BSU_15210,spoVE,cell division
4003,BSU_33040,fumC,fumarate metabolic process
4004,BSU_33040,fumC,tricarboxylic acid cycle
4005,BSU_33040,fumC,malate metabolic process
4006,BSU_33040,fumC,fumarate hydratase activity
4007,BSU_06300,cotA,oxidoreductase activity
4008,BSU_06300,cotA,outer membrane-bounded periplasmic space
4009,BSU_22630,trpA,tryptophan biosynthetic process
4010,BSU_22630,trpA,tryptophan synthase activity
4011,BSU_22630,trpA,cytosol
4012,BSU_22640,trpB,tryptophan biosynthetic process
4013,BSU_22640,trpB,cytoplasm
4016,BSU_29140,citZ,carbohydrate metabolic process
4017,BSU_29140,citZ,tricarboxylic acid cycle
4018,BSU_29140,citZ,citrate (Si)-synthase activity
4019,BSU_37490,speB,agmatinase activity
4020,BSU_37490,speB,"putrescine biosynthetic process from arginine, using agmatinase"
4021,BSU_37500,speE,cytosol
4022,BSU_37500,speE,spermidine biosynthetic process
4023,BSU_37500,speE,spermidine synthase activity
4024,BSU_37510,pbpG,peptidoglycan biosynthetic process
4025,BSU_37510,pbpG,response to antibiotic
4026,BSU_37510,pbpG,penicillin binding
4027,BSU_37510,pbpG,peptidoglycan glycosyltransferase activity
4028,BSU_37550,ywhA,"regulation of transcription, DNA-templated"
4029,BSU_37550,ywhA,transcription regulatory region sequence-specific DNA binding
4030,BSU_37550,ywhA,response to stress
4031,BSU_01140,ybaC,hydrolase activity
4032,BSU_01510,ybaJ,methyltransferase activity
4033,BSU_01490,rplM,cytosolic large ribosomal subunit
4034,BSU_01490,rplM,negative regulation of translation
4035,BSU_01490,rplM,ribosome
4036,BSU_01490,rplM,mRNA binding
4037,BSU_01490,rplM,structural constituent of ribosome
4038,BSU_01480,truA,pseudouridine synthase activity
4039,BSU_01480,truA,tRNA pseudouridine synthesis
4040,BSU_01470,ecfT,plasma membrane
4041,BSU_01460,ecfAB,ATP binding
4042,BSU_01460,ecfAB,ATPase-coupled transmembrane transporter activity
4043,BSU_01460,ecfAB,ATP-binding cassette (ABC) transporter complex
4044,BSU_02740,natR,protein-DNA complex
4045,BSU_02740,natR,phosphorelay response regulator activity
4046,BSU_02740,natR,"regulation of transcription, DNA-templated"
4047,BSU_02740,natR,DNA-binding transcription activator activity
4048,BSU_02740,natR,transcription regulatory region sequence-specific DNA binding
4049,BSU_02740,natR,cytosol
4053,BSU_02290,psd,phosphatidylserine decarboxylase activity
4054,BSU_02290,psd,phosphatidylethanolamine biosynthetic process
4055,BSU_18360,galM,cytoplasm
4056,BSU_18360,galM,galactose catabolic process via UDP-galactose
4057,BSU_18360,galM,aldose 1-epimerase activity
4058,BSU_18360,galM,glucose metabolic process
4059,BSU_37970,ung,"base-excision repair, AP site formation via deaminated base removal"
4060,BSU_37970,ung,uracil DNA N-glycosylase activity
4061,BSU_37820,spsK,extracellular polysaccharide biosynthetic process
4062,BSU_37820,spsK,dTDP-rhamnose biosynthetic process
4063,BSU_37820,spsK,dTDP-4-dehydrorhamnose reductase activity
4064,BSU_37820,spsK,cytosol
4065,BSU_01050,rplL,cytosolic large ribosomal subunit
4066,BSU_06860,yezE,transcription regulatory region sequence-specific DNA binding
4067,BSU_06860,yezE,"regulation of transcription, DNA-templated"
4068,BSU_06860,yezE,DNA-binding transcription factor activity
4069,BSU_18040,yneP,acyl-CoA hydrolase activity
4070,BSU_32250,thrC,cytoplasm
4071,BSU_32250,thrC,threonine synthase activity
4072,BSU_32250,thrC,pyridoxal phosphate binding
4076,BSU_00580,yabN,dTTP catabolic process
4077,BSU_00580,yabN,UTP catabolic process
4078,BSU_00580,yabN,nucleoside-triphosphate diphosphatase activity
4079,BSU_00580,yabN,TTP catabolic process
4080,BSU_00580,yabN,dGTP catabolic process
4081,BSU_00580,yabN,dUTP catabolic process
4082,BSU_00580,yabN,dATP catabolic process
4083,BSU_00840,mcsA,zinc ion binding
4084,BSU_00840,mcsA,stress response to copper ion
4085,BSU_00840,mcsA,cadmium ion binding
4086,BSU_00840,mcsA,cobalt ion binding
4087,BSU_00840,mcsA,copper ion binding
4088,BSU_00840,mcsA,stress response to cadmium ion
4091,BSU_00640,spoIIE,phosphatase activity
4092,BSU_00120,pdxT,pyridoxine metabolic process
4093,BSU_00120,pdxT,pyridoxal phosphate biosynthetic process
4094,BSU_00120,pdxT,glutaminase complex
4095,BSU_00120,pdxT,cytosol
4096,BSU_36860,atpE,ATP synthesis coupled proton transport
4097,BSU_36860,atpE,"proton-transporting ATP synthase complex, coupling factor F(o)"
4098,BSU_08730,perR,regulation of secondary metabolite biosynthetic process
4099,BSU_08730,perR,zinc ion binding
4100,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
4101,BSU_08730,perR,DNA-binding transcription factor activity
4102,BSU_08730,perR,"negative regulation of transcription, DNA-templated"
4103,BSU_08710,gsaB,porphyrin-containing compound biosynthetic process
4104,BSU_08650,fabL,fatty acid elongation
4105,BSU_08650,fabL,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
4108,BSU_36560,ywnH,"transferase activity, transferring acyl groups other than amino-acyl groups"
4109,BSU_36630,ywnA,DNA-binding transcription factor activity
4110,BSU_36630,ywnA,cytosol
4111,BSU_36630,ywnA,"regulation of transcription, DNA-templated"
4112,BSU_26630,czcR,transcription regulatory region sequence-specific DNA binding
4113,BSU_26630,czcR,"regulation of transcription, DNA-templated"
4114,BSU_15890,plsX,phospholipid biosynthetic process
4115,BSU_14410,sipT,serine-type endopeptidase activity
4116,BSU_14410,sipT,integral component of plasma membrane
4117,BSU_14410,sipT,signal peptide processing
4118,BSU_14400,fruA,protein-phosphocysteine-sugar phosphotransferase activity
4119,BSU_14400,fruA,phosphoenolpyruvate-dependent sugar phosphotransferase system
4120,BSU_14400,fruA,plasma membrane
4121,BSU_22660,trpC,indole-3-glycerol-phosphate synthase activity
4122,BSU_22660,trpC,tryptophan biosynthetic process
4123,BSU_22660,trpC,phosphoribosylanthranilate isomerase activity
4124,BSU_22680,trpE,tryptophan biosynthetic process
4125,BSU_22670,trpD,tryptophan biosynthetic process
4126,BSU_22670,trpD,cytosol
4129,BSU_33620,estA,lipid catabolic process
4130,BSU_33620,estA,lipase activity
4132,BSU_31710,comQ,prenyltransferase activity
4133,BSU_31710,comQ,isoprenoid biosynthetic process
4134,BSU_11220,argD,pyridoxal phosphate binding
4135,BSU_11220,argD,identical protein binding
4136,BSU_06490,purF,purine nucleotide biosynthetic process
4137,BSU_06490,purF,amidophosphoribosyltransferase activity
4138,BSU_25210,dnaG,cytoplasm
4139,BSU_25210,dnaG,DNA primase activity
4140,BSU_25210,dnaG,"DNA replication, synthesis of RNA primer"
4147,BSU_24570,gcvT,cytosol
4148,BSU_24310,folD,methylenetetrahydrofolate dehydrogenase (NADP+) activity
4149,BSU_24310,folD,cytosol
4150,BSU_24310,folD,methenyltetrahydrofolate cyclohydrolase activity
4151,BSU_24310,folD,tetrahydrofolate interconversion
4152,BSU_08210,yfiB,transmembrane transport
4153,BSU_08210,yfiB,ATPase-coupled transmembrane transporter activity
4154,BSU_30070,opuD,transport
4155,BSU_30070,opuD,transmembrane transporter activity
4156,BSU_30070,opuD,integral component of membrane
4157,BSU_30070,opuD,plasma membrane
4158,BSU_25170,yqfO,cytoplasm
4159,BSU_39450,yxeR,plasma membrane
4160,BSU_23380,lysA,diaminopimelate decarboxylase activity
4161,BSU_23380,lysA,lysine biosynthetic process via diaminopimelate
4162,BSU_01000,secE,protein transport by the Sec complex
4163,BSU_01000,secE,protein transmembrane transporter activity
4164,BSU_01000,secE,integral component of plasma membrane
4165,BSU_01030,rplA,maturation of LSU-rRNA
4166,BSU_01030,rplA,RNA binding
4167,BSU_01030,rplA,cytosolic large ribosomal subunit
4168,BSU_01020,rplK,cytosolic large ribosomal subunit
4169,BSU_01020,rplK,translation
4170,BSU_01020,rplK,large ribosomal subunit rRNA binding
4171,BSU_01020,rplK,large ribosomal subunit
4172,BSU_01020,rplK,structural constituent of ribosome
4173,BSU_01010,nusG,cytosol
4174,BSU_00900,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
4178,BSU_00940,cysS,ATP binding
4179,BSU_00940,cysS,cysteine-tRNA ligase activity
4180,BSU_00940,cysS,cytoplasm
4181,BSU_00940,cysS,cytosol
4182,BSU_00940,cysS,cysteinyl-tRNA aminoacylation
4183,BSU_21470,sunT,ATPase-coupled transmembrane transporter activity
4184,BSU_21470,sunT,transmembrane transport
4185,BSU_21470,sunT,ATPase-coupled lipid transmembrane transporter activity
4188,BSU_21460,bdbA,cytoplasm
4189,BSU_21460,bdbA,protein-disulfide reductase activity
4190,BSU_21460,bdbA,protein disulfide oxidoreductase activity
4191,BSU_21460,bdbA,cytosol
4192,BSU_21460,bdbA,cell redox homeostasis
4193,BSU_21460,bdbA,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
4194,BSU_20070,nrdIB,cellular protein modification process
4195,BSU_20070,nrdIB,FMN binding
4196,BSU_20270,yorS,5'-nucleotidase activity
4197,BSU_20270,yorS,pyrimidine deoxyribonucleotide catabolic process
4198,BSU_17410,cwlC,outer membrane-bounded periplasmic space
4199,BSU_17410,cwlC,N-acetylmuramoyl-L-alanine amidase activity
4200,BSU_17410,cwlC,cytokinesis
4203,BSU_16920,pgsA,glycerophospholipid biosynthetic process
4204,BSU_38580,licC,carbohydrate derivative transport
4205,BSU_38580,licC,plasma membrane
4206,BSU_02990,opuAB,ATP-binding cassette (ABC) transporter complex
4207,BSU_02990,opuAB,carnitine transmembrane transporter activity
4208,BSU_02990,opuAB,amine transmembrane transporter activity
4209,BSU_02990,opuAB,choline transport
4210,BSU_02990,opuAB,carnitine transmembrane transport
4211,BSU_02990,opuAB,glycine betaine transport
4212,BSU_02990,opuAB,integral component of plasma membrane
4213,BSU_22830,gpsA,cytosol
4214,BSU_22830,gpsA,glycerol-3-phosphate metabolic process
4215,BSU_22830,gpsA,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
4216,BSU_22550,qcrB,intrinsic component of membrane
4217,BSU_22560,qcrA,oxidoreductase activity
4218,BSU_22560,qcrA,plasma membrane
4219,BSU_37310,fnr,DNA-binding transcription factor activity
4220,BSU_37310,fnr,cytosol
4221,BSU_16400,flhF,protein targeting
4222,BSU_16400,flhF,membrane
4223,BSU_16400,flhF,signal recognition particle binding
4224,BSU_16400,flhF,GTPase activity
4225,BSU_16400,flhF,plasma membrane
4226,BSU_01320,rplR,cytosolic large ribosomal subunit
4227,BSU_01320,rplR,5S rRNA binding
4228,BSU_17600,xylA,xylose isomerase activity
4229,BSU_17600,xylA,D-xylose catabolic process
4233,BSU_01270,rplX,cytosolic large ribosomal subunit
4234,BSU_01270,rplX,translation
4235,BSU_22440,birA,biotin-[acetyl-CoA-carboxylase] ligase activity
4236,BSU_22440,birA,protein biotinylation
4237,BSU_22440,birA,cytoplasm
4238,BSU_01780,glmS,cytosol
4239,BSU_01780,glmS,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
4240,BSU_01780,glmS,protein N-linked glycosylation
4241,BSU_01780,glmS,UDP-N-acetylglucosamine metabolic process
4242,BSU_01780,glmS,fructose 6-phosphate metabolic process
4243,BSU_08425,mprF,phospholipid homeostasis
4244,BSU_08425,mprF,"transferase activity, transferring amino-acyl groups"
4245,BSU_03982,mtlF,phosphoenolpyruvate-dependent sugar phosphotransferase system
4246,BSU_03982,mtlF,protein-phosphocysteine-sugar phosphotransferase activity
4247,BSU_03982,mtlF,plasma membrane
4248,BSU_01889,ybzH,"regulation of transcription, DNA-templated"
4249,BSU_01889,ybzH,transcription regulatory region sequence-specific DNA binding
4252,BSU_03130,nadE,cytoplasm
4253,BSU_03130,nadE,NAD biosynthetic process
4254,BSU_03130,nadE,NAD+ synthase activity
4255,BSU_28430,sdhB,aerobic respiration
4256,BSU_28430,sdhB,respiratory electron transport chain
4257,BSU_28440,sdhA,electron transfer activity
4258,BSU_28440,sdhA,anaerobic respiration
4259,BSU_28440,sdhA,flavin adenine dinucleotide binding
4260,BSU_28440,sdhA,plasma membrane
4261,BSU_28440,sdhA,succinate dehydrogenase activity
4266,BSU_18070,plsY,plasma membrane
4267,BSU_18000,citB,"4 iron, 4 sulfur cluster binding"
4268,BSU_18000,citB,aconitate hydratase activity
4269,BSU_18000,citB,tricarboxylic acid cycle
4270,BSU_18000,citB,cytosol
4271,BSU_18000,citB,citrate metabolic process
4272,BSU_33940,gapA,NAD binding
4273,BSU_33940,gapA,glucose metabolic process
4274,BSU_33940,gapA,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
4275,BSU_28130,hemB,porphobilinogen synthase activity
4276,BSU_28130,hemB,heme biosynthetic process
4277,BSU_28130,hemB,cytosol
4278,BSU_28130,hemB,zinc ion binding
4279,BSU_27940,rpmA,cytosolic large ribosomal subunit
4280,BSU_27940,rpmA,structural constituent of ribosome
4281,BSU_27030,sacC,sucrose catabolic process
4282,BSU_27030,sacC,sucrose alpha-glucosidase activity
4283,BSU_15490,pyrB,cytosol
4284,BSU_15490,pyrB,cytoplasm
4285,BSU_15490,pyrB,nitrogen compound metabolic process
4286,BSU_15490,pyrB,aspartate carbamoyltransferase activity
4287,BSU_00070,gyrA,DNA topological change
4288,BSU_00070,gyrA,DNA binding
4289,BSU_00070,gyrA,ATP binding
4290,BSU_00070,gyrA,cytoplasm
4291,BSU_00070,gyrA,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
4292,BSU_00070,gyrA,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
4293,BSU_00040,recF,DNA synthesis involved in DNA repair
4294,BSU_00040,recF,double-strand break repair
4295,BSU_00020,dnaN,DNA strand elongation involved in DNA replication
4296,BSU_00010,dnaA,DNA replication origin binding
4297,BSU_00010,dnaA,plasma membrane
4298,BSU_00010,dnaA,DNA replication
4299,BSU_00010,dnaA,DNA replication initiation
4300,BSU_28270,leuB,3-isopropylmalate dehydrogenase activity
4301,BSU_28270,leuB,cytosol
4302,BSU_28270,leuB,leucine biosynthetic process
4303,BSU_38050,sacP,protein-phosphocysteine-sugar phosphotransferase activity
4304,BSU_38050,sacP,protein-phosphocysteine-trehalose phosphotransferase system transporter activity
4305,BSU_38050,sacP,carbohydrate transmembrane transport
4306,BSU_38050,sacP,trehalose transport
4307,BSU_38050,sacP,plasma membrane
4308,BSU_38050,sacP,phosphoenolpyruvate-dependent sugar phosphotransferase system
4312,BSU_07430,yfmL,ribosomal large subunit assembly
4313,BSU_07430,yfmL,RNA binding
4314,BSU_07430,yfmL,cytosol
4315,BSU_07430,yfmL,RNA strand annealing activity
4316,BSU_07430,yfmL,RNA helicase activity
4317,BSU_07430,yfmL,ribosome
4318,BSU_35530,tagO,"phosphotransferase activity, for other substituted phosphate groups"
4319,BSU_35530,tagO,cell wall organization
4320,BSU_35530,tagO,cell wall macromolecule biosynthetic process
4321,BSU_35530,tagO,lipopolysaccharide biosynthetic process
4322,BSU_35530,tagO,integral component of plasma membrane
4323,BSU_06640,yerI,homoserine kinase activity
4324,BSU_06640,yerI,amino acid kinase activity
4325,BSU_06640,yerI,threonine biosynthetic process
4326,BSU_27450,glnM,plasma membrane
4327,BSU_27450,glnM,amino acid transport
4328,BSU_30930,ytaB,integral component of membrane
4329,BSU_30420,ytrE,transmembrane transport
4330,BSU_30420,ytrE,plasma membrane
4331,BSU_30420,ytrE,transmembrane transporter activity
4334,BSU_27610,apt,adenine phosphoribosyltransferase activity
4335,BSU_35010,nagA,N-acetylglucosamine catabolic process
4336,BSU_35010,nagA,N-acetylglucosamine-6-phosphate deacetylase activity
4337,BSU_34920,hisG,ATP phosphoribosyltransferase activity
4338,BSU_34920,hisG,histidine biosynthetic process
4340,BSU_06740,yefB,DNA recombination
4341,BSU_06740,yefB,recombinase activity
4342,BSU_06610,pcrA,cytosol
4343,BSU_06610,pcrA,DNA helicase complex
4344,BSU_06610,pcrA,3'-5' DNA helicase activity
4345,BSU_06610,pcrA,recombinational repair
4346,BSU_23840,rnz,3'-tRNA processing endoribonuclease activity
4350,BSU_36160,ywqM,transcription regulatory region sequence-specific DNA binding
4351,BSU_36160,ywqM,"regulation of transcription, DNA-templated"
4352,BSU_36170,nfi,deoxyribonuclease V activity
4353,BSU_36170,nfi,"endoribonuclease activity, producing 5'-phosphomonoesters"
4354,BSU_36170,nfi,single-stranded RNA binding
4362,BSU_33970,araR,"regulation of transcription, DNA-templated"
4363,BSU_33970,araR,transcription regulatory region sequence-specific DNA binding
4364,BSU_33970,araR,DNA-binding transcription factor activity
4365,BSU_05680,ydgK,plasma membrane
4366,BSU_05680,ydgK,xenobiotic transmembrane transporter activity
4367,BSU_05680,ydgK,xenobiotic detoxification by transmembrane export across the plasma membrane
4368,BSU_05680,ydgK,integral component of membrane
4369,BSU_05670,ydgJ,transcription regulatory region sequence-specific DNA binding
4370,BSU_05670,ydgJ,"negative regulation of transcription, DNA-templated"
4371,BSU_05640,ydgG,transcription regulatory region sequence-specific DNA binding
4372,BSU_05640,ydgG,response to stress
4373,BSU_05640,ydgG,"regulation of transcription, DNA-templated"
4375,BSU_05390,ydfF,lead ion binding
4376,BSU_05390,ydfF,regulation of gene expression
4377,BSU_05390,ydfF,response to cadmium ion
4378,BSU_05390,ydfF,cadmium ion sensor activity
4379,BSU_05390,ydfF,response to lead ion
4380,BSU_05390,ydfF,DNA-binding transcription factor activity
4381,BSU_05390,ydfF,DNA binding
4382,BSU_05370,ydfD,alpha-amino acid metabolic process
4383,BSU_05370,ydfD,transaminase activity
4384,BSU_05330,aseR,"regulation of transcription, DNA-templated"
4385,BSU_05330,aseR,transcription regulatory region sequence-specific DNA binding
4386,BSU_05320,ydeS,transcription regulatory region sequence-specific DNA binding
4387,BSU_05320,ydeS,"regulation of transcription, DNA-templated"
4388,BSU_05320,ydeS,DNA-binding transcription factor activity
4389,BSU_05300,ydeQ,FMN binding
4390,BSU_05300,ydeQ,electron transfer activity
4391,BSU_05300,ydeQ,positive regulation of ion transmembrane transporter activity
4392,BSU_05300,ydeQ,NAD(P)H dehydrogenase (quinone) activity
4393,BSU_05160,ydeD,integral component of membrane
4395,BSU_05040,yddN,cytosol
4396,BSU_04770,ydcH,transcription regulatory region sequence-specific DNA binding
4397,BSU_04770,ydcH,"regulation of transcription, DNA-templated"
4398,BSU_04770,ydcH,response to stress
4399,BSU_04660,ndoA,mRNA catabolic process
4400,BSU_04660,ndoA,rRNA catabolic process
4401,BSU_04660,ndoA,endoribonuclease activity
4402,BSU_04610,ydcA,serine-type endopeptidase activity
4403,BSU_04580,cshA,ribosome
4404,BSU_04580,cshA,RNA strand annealing activity
4405,BSU_04580,cshA,cytosol
4406,BSU_04580,cshA,ribosomal large subunit assembly
4407,BSU_04580,cshA,RNA helicase activity
4408,BSU_04580,cshA,RNA binding
4412,BSU_04550,ydbP,protein disulfide oxidoreductase activity
4413,BSU_04550,ydbP,cytosol
4414,BSU_04550,ydbP,protein-disulfide reductase activity
4415,BSU_04550,ydbP,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
4416,BSU_04550,ydbP,cytoplasm
4417,BSU_04550,ydbP,cell redox homeostasis
4418,BSU_04480,ydbI,transmembrane transport
4426,BSU_04460,dctR,phosphorelay response regulator activity
4427,BSU_04450,dctS,phosphorelay sensor kinase activity
4428,BSU_04360,mntH,manganese ion transmembrane transporter activity
4429,BSU_04360,mntH,cellular response to iron ion
4430,BSU_04360,mntH,cadmium ion transmembrane transporter activity
4431,BSU_04210,ydaF,ribosomal-protein-alanine N-acetyltransferase activity
4432,BSU_04210,ydaF,cytoplasm
4433,BSU_04210,ydaF,N-terminal peptidyl-serine acetylation
4434,BSU_04210,ydaF,peptide-serine-N-acetyltransferase activity
4436,BSU_28020,mreC,regulation of cell shape
4437,BSU_28020,mreC,plasma membrane
4438,BSU_27990,minD,negative regulation of cell division
4439,BSU_27990,minD,cytosol
4440,BSU_27990,minD,ATP binding
4441,BSU_27990,minD,ATPase activity
4442,BSU_27990,minD,cytoplasmic side of plasma membrane
4443,BSU_33260,yvrN,plasma membrane
4444,BSU_33260,yvrN,transmembrane transporter activity
4445,BSU_39780,iolS,cytosol
4446,BSU_25340,phoH,cytosol
4447,BSU_25340,phoH,ATP binding
4448,BSU_06320,mneS,cation transmembrane transporter activity
4449,BSU_06320,mneS,membrane
4452,BSU_01310,rplF,cytoplasmic translation
4453,BSU_01310,rplF,cytosolic large ribosomal subunit
4454,BSU_01310,rplF,structural constituent of ribosome
4455,BSU_37330,argS,arginine-tRNA ligase activity
4456,BSU_37330,argS,arginyl-tRNA aminoacylation
4457,BSU_22540,qcrC,intrinsic component of membrane
4458,BSU_40021,yxzK,plasma membrane
4459,BSU_11340,fabF,cytosol
4460,BSU_11340,fabF,fatty acid biosynthetic process
4461,BSU_11340,fabF,3-oxoacyl-[acyl-carrier-protein] synthase activity
4462,BSU_17300,ebrA,integral component of plasma membrane
4463,BSU_17300,ebrA,transmembrane transporter activity
4464,BSU_17300,ebrA,transmembrane transport
4465,BSU_29620,hisK,histidine biosynthetic process
4466,BSU_29620,hisK,histidinol-phosphatase activity
4467,BSU_30880,ytcC,"transferase activity, transferring glycosyl groups"
4471,BSU_02970,yceK,"regulation of transcription, DNA-templated"
4472,BSU_02970,yceK,transcription regulatory region sequence-specific DNA binding
4473,BSU_35000,hprK,cytosol
4474,BSU_30740,mntD,plasma membrane
4475,BSU_30740,mntD,response to zinc ion
4476,BSU_07700,nagP,N-acetylglucosamine transport
4477,BSU_07700,nagP,phosphoenolpyruvate-dependent sugar phosphotransferase system
4478,BSU_07700,nagP,integral component of plasma membrane
4479,BSU_07700,nagP,protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
4480,BSU_07700,nagP,protein-phosphocysteine-sugar phosphotransferase activity
4485,BSU_28160,hemX,plasma membrane
4486,BSU_28160,hemX,heme transport
4487,BSU_28475,lysCB,cytosol
4488,BSU_28475,lysCB,homoserine biosynthetic process
4489,BSU_28475,lysCB,lysine biosynthetic process via diaminopimelate
4490,BSU_28475,lysCB,aspartate kinase activity
4495,BSU_08190,malR,phosphorelay response regulator activity
4496,BSU_31190,rhaM,"racemase and epimerase activity, acting on carbohydrates and derivatives"
4497,BSU_31190,rhaM,rhamnose catabolic process
4498,BSU_31180,rhaA,L-lyxose metabolic process
4499,BSU_31180,rhaA,rhamnose catabolic process
4500,BSU_31180,rhaA,L-rhamnose isomerase activity
