## Wed Feb  7 23:50:50 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 2 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BSU_38600	224308.BSU38600	0.0	1253.0	COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,4HEIQ@91061|Bacilli,1ZQ0I@1386|Bacillus	2|Bacteria	GKT	Mga helix-turn-helix domain	licR	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563	2.7.1.202	ko:K02538,ko:K02768,ko:K02769,ko:K02770,ko:K02806,ko:K03491	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000,ko03000	4.A.2.1	-	-	HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB
BSU_38610	224308.BSU38610	8.94e-28	100.0	2BT1W@1|root,32N67@2|Bacteria,1UB79@1239|Firmicutes,4IMJZ@91061|Bacilli,1ZKBI@1386|Bacillus	2|Bacteria	-	-	yxzF	-	-	-	-	-	-	-	-	-	-	-	-
BSU_38620	224308.BSU38620	9.26e-145	407.0	COG2094@1|root,COG2094@2|Bacteria,1V1E6@1239|Firmicutes,4HG5E@91061|Bacilli,1ZFWT@1386|Bacillus	2|Bacteria	L	Belongs to the DNA glycosylase MPG family	mpg	GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	3.2.2.21	ko:K03652	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Pur_DNA_glyco
BSU_38630	224308.BSU38630	0.0	1127.0	COG0753@1|root,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus	2|Bacteria	P	serves to protect cells from the toxic effects of hydrogen peroxide	katX	GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748	1.11.1.6	ko:K03781	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014	M00532	R00009,R00602,R02670	RC00034,RC00767,RC02141,RC02755	ko00000,ko00001,ko00002,ko01000	-	-	-	Catalase,Catalase-rel
BSU_38640	224308.BSU38640	4.48e-277	759.0	COG0477@1|root,COG2814@2|Bacteria,1TWWZ@1239|Firmicutes,4HEV3@91061|Bacilli,1ZCPX@1386|Bacillus	2|Bacteria	EGP	Major Facilitator Superfamily	yxlH	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
BSU_38650	224308.BSU38650	3.96e-179	499.0	COG1277@1|root,COG1277@2|Bacteria,1UYUR@1239|Firmicutes,4HEAP@91061|Bacilli,1ZCZZ@1386|Bacillus	2|Bacteria	S	COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component	yxlG	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2,ABC2_membrane_3,ABC_transp_aux
BSU_38660	224308.BSU38660	2.09e-213	589.0	COG1131@1|root,COG1131@2|Bacteria,1TQEV@1239|Firmicutes,4HBHF@91061|Bacilli,1ZBR2@1386|Bacillus	2|Bacteria	V	ABC transporter, ATP-binding protein	yxlF	-	-	ko:K01990,ko:K19340	ko02010,map02010	M00254,M00762	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.132.2	-	-	ABC_tran,DUF4162
BSU_38670	224308.BSU38670	2.17e-39	130.0	2DPPC@1|root,332VC@2|Bacteria,1VM0N@1239|Firmicutes,4HNHT@91061|Bacilli,1ZIVE@1386|Bacillus	2|Bacteria	S	Phospholipase_D-nuclease N-terminal	yxlE	-	-	-	-	-	-	-	-	-	-	-	PLDc_N
BSU_38680	224308.BSU38680	1.75e-43	141.0	2DJGR@1|root,3062I@2|Bacteria,1TZ34@1239|Firmicutes,4HZY3@91061|Bacilli,1ZK0K@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_38690	224308.BSU38690	4.05e-64	196.0	295E2@1|root,2ZSRV@2|Bacteria,1W5NR@1239|Firmicutes,4I1KQ@91061|Bacilli,1ZJPN@1386|Bacillus	2|Bacteria	S	Family of unknown function (DUF5345)	yxlC	-	-	-	-	-	-	-	-	-	-	-	DUF5345
BSU_38700	224308.BSU38700	1.29e-124	355.0	COG1595@1|root,COG1595@2|Bacteria,1VB37@1239|Firmicutes,4HMZ2@91061|Bacilli,1ZCWY@1386|Bacillus	2|Bacteria	K	Belongs to the sigma-70 factor family. ECF subfamily	sigY	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
BSU_38710	224308.BSU38710	0.0	881.0	COG1457@1|root,COG1457@2|Bacteria,1V5JP@1239|Firmicutes,4HIHK@91061|Bacilli,1ZCP8@1386|Bacillus	2|Bacteria	F	Belongs to the purine-cytosine permease (2.A.39) family	yxlA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03457	-	-	-	-	ko00000	2.A.39	-	iYO844.BSU38710	Transp_cyt_pur
BSU_38720	224308.BSU38720	2.01e-206	570.0	COG0063@1|root,COG0063@2|Bacteria,1TNZE@1239|Firmicutes,4HBZC@91061|Bacilli,1ZAP7@1386|Bacillus	2|Bacteria	G	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	Carb_kinase,YjeF_N
BSU_38730	224308.BSU38730	0.0	1098.0	COG4987@1|root,COG4987@2|Bacteria,1UHN5@1239|Firmicutes,4HAAB@91061|Bacilli,1ZCKI@1386|Bacillus	2|Bacteria	V	ATP-binding protein	cydC	-	-	ko:K06148,ko:K16012	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1,3.A.1.129	-	-	ABC_membrane,ABC_tran
BSU_38740	224308.BSU38740	0.0	1080.0	COG4988@1|root,COG4988@2|Bacteria,1TQ1P@1239|Firmicutes,4HAN0@91061|Bacilli,1ZB86@1386|Bacillus	2|Bacteria	V	ATP-binding	cydD	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702	-	ko:K16013	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.129	-	-	ABC_membrane,ABC_tran
BSU_38750	224308.BSU38750	1.16e-243	669.0	COG1294@1|root,COG1294@2|Bacteria,1TRYV@1239|Firmicutes,4H9KF@91061|Bacilli,1ZDGQ@1386|Bacillus	2|Bacteria	C	Cytochrome d ubiquinol oxidase, subunit II	cydB	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0016682,GO:0019646,GO:0020037,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:1901363	1.10.3.14	ko:K00426	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	iECABU_c1320.ECABU_c10120,iLF82_1304.LF82_0101,iNRG857_1313.NRG857_04455,iPC815.YPO1118,iYO844.BSU38750,ic_1306.c1120	Cyt_bd_oxida_II
BSU_38760	224308.BSU38760	0.0	930.0	COG1271@1|root,COG1271@2|Bacteria,1TRH4@1239|Firmicutes,4HA19@91061|Bacilli,1ZBAG@1386|Bacillus	2|Bacteria	C	oxidase, subunit	cydA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0016682,GO:0019646,GO:0020037,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:1901363	1.10.3.14	ko:K00425	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	iPC815.YPO1117,iSBO_1134.SBO_2253,iSFxv_1172.SFxv_0621,iS_1188.S0577,iSbBS512_1146.SbBS512_E2337	Cyt_bd_oxida_I
BSU_38770	224308.BSU38770	3.97e-310	847.0	COG3493@1|root,COG3493@2|Bacteria,1TR97@1239|Firmicutes,4HBS8@91061|Bacilli,1ZC12@1386|Bacillus	2|Bacteria	C	COG3493 Na citrate symporter	cimH	-	-	ko:K11616	ko02020,map02020	-	-	-	ko00000,ko00001	2.A.24.2	-	-	2HCT
BSU_38780	224308.BSU38780	0.0	1084.0	COG0501@1|root,COG0501@2|Bacteria,1U88Z@1239|Firmicutes,4HF3W@91061|Bacilli,1ZQAN@1386|Bacillus	2|Bacteria	O	Peptidase family M48	-	-	3.4.24.84	ko:K03799,ko:K06013	ko00900,ko01130,map00900,map01130	M00743	R09845	RC00141	ko00000,ko00001,ko00002,ko01000,ko01002,ko04147	-	-	-	Peptidase_M48
BSU_38800	224308.BSU38800	1.58e-200	555.0	COG0726@1|root,COG0726@2|Bacteria,1V6AW@1239|Firmicutes,4HHC9@91061|Bacilli,1ZQ8K@1386|Bacillus	2|Bacteria	G	Polysaccharide deacetylase	yxkH	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Polysacc_deac_1
BSU_38810	224308.BSU38810	3.44e-261	716.0	COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,4HAMQ@91061|Bacilli,1ZBDW@1386|Bacillus	2|Bacteria	P	Belongs to the ABC transporter superfamily	msmK	-	-	ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1	-	-	ABC_tran,TOBE,TOBE_2
BSU_38820	224308.BSU38820	1.16e-211	585.0	COG2508@1|root,COG2508@2|Bacteria,1V649@1239|Firmicutes,4HHCD@91061|Bacilli,1ZH98@1386|Bacillus	2|Bacteria	QT	PucR C-terminal helix-turn-helix domain	lrp	GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043934,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	-	ko:K02647,ko:K09684,ko:K17319	ko02010,map02010	M00603	-	-	ko00000,ko00001,ko00002,ko02000,ko03000	3.A.1.1.29,3.A.1.1.9	-	-	HTH_30
BSU_38830	224308.BSU38830	0.0	952.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,1ZAXK@1386|Bacillus	2|Bacteria	C	Catalyzes the oxidation of malonate semialdehyde (MSA) and methylmalonate semialdehyde (MMSA) into acetyl-CoA and propanoyl-CoA, respectively	aldY	GO:0003674,GO:0003824,GO:0004029,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0018479,GO:0055114	1.2.1.3,1.2.1.67	ko:K00128,ko:K21802	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00627,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00627,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R05699,R06366,R08146	RC00047,RC00071,RC00075,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU38830	Aldedh
BSU_38840	224308.BSU38840	2.29e-188	524.0	COG1284@1|root,COG1284@2|Bacteria,1TRAU@1239|Firmicutes,4H9UY@91061|Bacilli,1ZD69@1386|Bacillus	2|Bacteria	S	Uncharacterised 5xTM membrane BCR, YitT family COG1284	yxkD	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
BSU_38850	224308.BSU38850	3.37e-96	283.0	2DY9G@1|root,348S7@2|Bacteria	2|Bacteria	S	Domain of unknown function (DUF4352)	yxkC	-	-	-	-	-	-	-	-	-	-	-	DUF4352
BSU_38860	224308.BSU38860	2.11e-251	689.0	COG1087@1|root,COG1087@2|Bacteria,1TQ7N@1239|Firmicutes,4H9U5@91061|Bacilli,1ZB5V@1386|Bacillus	2|Bacteria	M	Belongs to the NAD(P)-dependent epimerase dehydratase family	galE	-	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase,GDP_Man_Dehyd
BSU_38870	224308.BSU38870	2.01e-123	351.0	COG1881@1|root,COG1881@2|Bacteria,1V88T@1239|Firmicutes,4IRQA@91061|Bacilli,1ZMY1@1386|Bacillus	2|Bacteria	S	Phosphatidylethanolamine-binding protein	yxkA	-	-	ko:K06910	-	-	-	-	ko00000	-	-	-	PBP
BSU_38880	224308.BSU38880	1.53e-213	589.0	COG0583@1|root,COG0583@2|Bacteria,1UYA4@1239|Firmicutes,4HHV2@91061|Bacilli,1ZFDM@1386|Bacillus	2|Bacteria	K	LysR substrate binding domain	yxjO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K19242	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
BSU_38890	224308.BSU38890	5.63e-102	296.0	arCOG10684@1|root,2ZSI3@2|Bacteria,1W1ZH@1239|Firmicutes,4I1FS@91061|Bacilli	2|Bacteria	S	Protein of unknown function (DUF1453)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1453
BSU_38900	224308.BSU38900	7.13e-261	718.0	COG4585@1|root,COG4585@2|Bacteria,1TRFX@1239|Firmicutes,4HD1M@91061|Bacilli,1ZDHA@1386|Bacillus	2|Bacteria	T	Signal transduction histidine kinase	yxjM	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA_3
BSU_38910	224308.BSU38910	5.66e-150	422.0	COG2197@1|root,COG2197@2|Bacteria,1V30W@1239|Firmicutes,4HT1P@91061|Bacilli,1ZGDR@1386|Bacillus	2|Bacteria	K	helix_turn_helix, Lux Regulon	-	-	-	ko:K02479	-	-	-	-	ko00000,ko02022	-	-	-	GerE,Response_reg
BSU_38920	224308.BSU38920	7.76e-299	815.0	COG2195@1|root,COG2195@2|Bacteria,1TP3A@1239|Firmicutes,4HAZE@91061|Bacilli,1ZCZN@1386|Bacillus	2|Bacteria	E	Cleaves the N-terminal amino acid of tripeptides	pepT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0071704,GO:1901564	3.4.11.14,3.4.11.4	ko:K01258,ko:K01263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M42
BSU_38940	224308.BSU38940	2.57e-114	327.0	COG4894@1|root,COG4894@2|Bacteria,1V3WA@1239|Firmicutes,4HJ82@91061|Bacilli,1ZQ5F@1386|Bacillus	2|Bacteria	S	LURP-one-related	yxjI	-	-	ko:K21429	-	-	-	-	ko00000,ko01002	-	-	-	LOR
BSU_38950	224308.BSU38950	7.74e-280	764.0	COG0620@1|root,COG0620@2|Bacteria,1TPDQ@1239|Firmicutes,4HADW@91061|Bacilli,1ZDE8@1386|Bacillus	2|Bacteria	E	Methionine synthase	yxjG	-	2.1.1.14	ko:K00549	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	M00017	R04405,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	Meth_synt_2
BSU_38960	224308.BSU38960	9.77e-279	761.0	COG0620@1|root,COG0620@2|Bacteria,1TPDQ@1239|Firmicutes,4HADW@91061|Bacilli,1ZDE8@1386|Bacillus	2|Bacteria	E	Methionine synthase	yxjG	-	2.1.1.14	ko:K00549	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	M00017	R04405,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	Meth_synt_2
BSU_38970	224308.BSU38970	5.83e-176	491.0	COG1028@1|root,COG1028@2|Bacteria,1TP3G@1239|Firmicutes,4HACT@91061|Bacilli,1ZDEW@1386|Bacillus	2|Bacteria	IQ	Catalyzes the formation of acetoacetate from 3-hydroxybutyrate	yxjF	-	1.1.1.30	ko:K00019	ko00072,ko00650,ko01100,map00072,map00650,map01100	M00088	R01361	RC00117	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short_C2
BSU_38980	224308.BSU38980	1.19e-150	424.0	COG2057@1|root,COG2057@2|Bacteria,1TNY5@1239|Firmicutes,4HBFR@91061|Bacilli,1ZB4Q@1386|Bacillus	2|Bacteria	I	COG2057 Acyl CoA acetate 3-ketoacid CoA transferase, beta subunit	scoB	-	2.8.3.5	ko:K01027,ko:K01029	ko00072,ko00280,ko00650,map00072,map00280,map00650	-	R00410	RC00014	ko00000,ko00001,ko01000	-	-	-	CoA_trans
BSU_38990	224308.BSU38990	4.65e-168	469.0	COG1788@1|root,COG1788@2|Bacteria,1V21Q@1239|Firmicutes,4HB3E@91061|Bacilli,1ZCXP@1386|Bacillus	2|Bacteria	I	COG1788 Acyl CoA acetate 3-ketoacid CoA transferase, alpha subunit	scoA	-	2.8.3.5	ko:K01028	ko00072,ko00280,ko00650,map00072,map00280,map00650	-	R00410	RC00014	ko00000,ko00001,ko01000	-	-	iJN746.PP_3122	CoA_trans
BSU_39000	224308.BSU39000	0.0	881.0	COG2610@1|root,COG2610@2|Bacteria,1TQJ6@1239|Firmicutes,4HA01@91061|Bacilli,1ZCGI@1386|Bacillus	2|Bacteria	EG	COG2610 H gluconate symporter and related permeases	yxjC	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	GntP_permease
BSU_39010	224308.BSU39010	4.55e-206	569.0	COG0500@1|root,COG0500@2|Bacteria,1UIYH@1239|Firmicutes,4ISX8@91061|Bacilli,1ZS7T@1386|Bacillus	2|Bacteria	Q	Methyltransferase domain	rlmA	-	2.1.1.187	ko:K00563	-	-	R07233	RC00003	ko00000,ko01000,ko03009	-	-	-	MerR,MerR_1,Methyltransf_11,Methyltransf_2,Methyltransf_23,Methyltransf_25,Methyltransf_31
BSU_39020	224308.BSU39020	2.1e-269	739.0	COG1972@1|root,COG1972@2|Bacteria,1TRSK@1239|Firmicutes,4HA8N@91061|Bacilli,1ZAW2@1386|Bacillus	2|Bacteria	F	Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family	nupG	GO:0003674,GO:0005215,GO:0005337,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015212,GO:0015213,GO:0015214,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015506,GO:0015672,GO:0015858,GO:0015861,GO:0015862,GO:0015864,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072531,GO:0098655,GO:0098660,GO:0098662,GO:1901264,GO:1901505,GO:1901642,GO:1902600	-	ko:K03317,ko:K11535,ko:K16323	-	-	-	-	ko00000,ko02000	2.A.41,2.A.41.1	-	iYO844.BSU39410	Nucleos_tra2_C,Nucleos_tra2_N
BSU_39029	1051501.AYTL01000028_gene1858	1.87e-80	243.0	COG5513@1|root,COG5513@2|Bacteria,1VD7B@1239|Firmicutes,4IT9B@91061|Bacilli,1ZI85@1386|Bacillus	2|Bacteria	T	Domain of unknown function (DUF4163)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3298,DUF4163,SH3_3
BSU_39030	1051501.AYTL01000028_gene1858	2.96e-29	110.0	COG5513@1|root,COG5513@2|Bacteria,1VD7B@1239|Firmicutes,4IT9B@91061|Bacilli,1ZI85@1386|Bacillus	2|Bacteria	T	Domain of unknown function (DUF4163)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3298,DUF4163,SH3_3
BSU_39040	224308.BSU39040	9.65e-65	197.0	2CI5E@1|root,32S7D@2|Bacteria,1VA1W@1239|Firmicutes,4HKCJ@91061|Bacilli,1ZHWY@1386|Bacillus	2|Bacteria	-	-	yxiS	-	-	-	-	-	-	-	-	-	-	-	-
BSU_39050	224308.BSU39050	0.0	1390.0	COG0693@1|root,COG0753@1|root,COG0693@2|Bacteria,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus	2|Bacteria	P	serves to protect cells from the toxic effects of hydrogen peroxide	katE	GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748	1.11.1.6,3.5.1.124	ko:K03781,ko:K05520	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014	M00532	R00009,R00602,R02670	RC00034,RC00767,RC02141,RC02755	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	Catalase,Catalase-rel,DJ-1_PfpI
BSU_39060	224308.BSU39060	2e-284	780.0	COG2851@1|root,COG2851@2|Bacteria,1TQQH@1239|Firmicutes,4HAGT@91061|Bacilli,1ZCEQ@1386|Bacillus	2|Bacteria	C	Citrate transporter	citN	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0034220,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0098656	-	ko:K03300,ko:K11639	ko02020,map02020	-	-	-	ko00000,ko00001	2.A.11,2.A.11.1.1	-	-	CitMHS
BSU_39070	224308.BSU39070	2.62e-185	513.0	COG2273@1|root,COG2273@2|Bacteria,1UY13@1239|Firmicutes,4IPYG@91061|Bacilli,1ZRF1@1386|Bacillus	2|Bacteria	M	licheninase activity	exoK	GO:0005575,GO:0005576	-	ko:K16559	-	-	-	-	ko00000,ko01000	-	GH16	-	Glyco_hydro_16,RicinB_lectin_2
