locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
BSU_33270,yvrO,AL009126.3,BSU33270,3413350,3414039,-,putative ABC transporter (ATP-binding protein),Defense mechanisms,O34979,Op1254
BSU_33280,yvrP,AL009126.3,BSU33280,3414023,3415216,-,putative ABC transporter membrane fusion component,Cell wall/membrane/envelope biogenesis,O35007,Op1254
BSU_33290,fhuC,AL009126.3,BSU33290,3415387,3416196,-,ferrichrome ABC transporter (ATP-binding protein),Coenzyme transport and metabolism,P49938,Op5
BSU_33300,fhuG,AL009126.3,BSU33300,3416212,3417222,-,ferrichrome ABC transporter (permease),Inorganic ion transport and metabolism,P49937,Op5
BSU_33310,fhuB,AL009126.3,BSU33310,3417222,3418376,-,ferrichrome ABC transporter (permease),Inorganic ion transport and metabolism,P49936,Op5
BSU_33320,fhuD,AL009126.3,BSU33320,3418474,3419421,+,ferrichrome ABC transporter (ferrichrome-binding lipoprotein),Inorganic ion transport and metabolism,P37580,Op1255
BSU_33330,lysP,AL009126.3,BSU33330,3419656,3421065,-,lysine permease,Amino acid transport and metabolism,O32204,Op5
BSU_33340,sspJ,AL009126.3,BSU33340,3421465,3421605,-,small acid-soluble spore protein,Function unknown,Q7WY58,Op1256
BSU_33350,yvsG,AL009126.3,BSU33350,3421772,3422254,+,putative membrane hydrolase,Function unknown,O32205,Op5
BSU_33360,ltaSP,AL009126.3,BSU33360,3422354,3424207,+,primase of polyglycerolphosphate lipoteichoic acid (LTA) synthesis,Cell wall/membrane/envelope biogenesis,O32206,Op5
BSU_33370,yvgK,AL009126.3,BSU33370,3424235,3425161,-,putative molybdate binding regulator,Inorganic ion transport and metabolism,O32207,Op1257
BSU_33380,modA,AL009126.3,BSU33380,3425272,3426054,+,molybdate-binding lipoprotein,Inorganic ion transport and metabolism,O32208,Op5
BSU_33390,modB,AL009126.3,BSU33390,3426026,3426718,+,molybdenum transport permease,Inorganic ion transport and metabolism,,Op5
BSU_33400,pgoN,AL009126.3,BSU33400,3426749,3427579,-,promiscuous glyoxal/methylglyoxal reductase,Function unknown,O32210,Op1258
BSU_33410,yvgO,AL009126.3,BSU33410,3427802,3428287,+,exported stress induced factor,No COG annotation,O32211,Op1259
BSU_33420,nhaK,AL009126.3,BSU33420,3428331,3430343,-,Na+/H+ antiporter,Inorganic ion transport and metabolism,O32212,Op5
BSU_33430,cysI,AL009126.3,BSU33430,3430598,3432313,-,assimilatory sulfite reductase (hemoprotein beta-subunit),Inorganic ion transport and metabolism,O32213,Op1260
BSU_33440,cysJ,AL009126.3,BSU33440,3432339,3434156,-,assimilatory sulfite reductase (flavoprotein alpha-subunit),Inorganic ion transport and metabolism,O32214,Op1260
BSU_33450,helD,AL009126.3,BSU33450,3434327,3436651,-,transcription factor,"Replication, recombination and repair",O32215,Op5
BSU_33460,yvgT,AL009126.3,BSU33460,3436849,3437457,-,putative integral membrane protein,Function unknown,O32216,Op5
BSU_33470,bdbC,AL009126.3,BSU33470,3437644,3438060,-,thiol-disulfide oxidoreductase,"Post-translational modification, protein turnover, and chaperones",O32217,Op1261
BSU_33480,bdbD,AL009126.3,BSU33480,3438065,3438733,-,thiol-disulfide oxidoreductase,"Post-translational modification, protein turnover, and chaperones",O32218,Op1261
BSU_33490,cadA,AL009126.3,BSU33490,3438853,3440961,-,Cd(II)%2C Zn(II) and Co(II) exporter (ATPase),Inorganic ion transport and metabolism,O32219,Op1262
BSU_33500,copA,AL009126.3,BSU33500,3441121,3443529,-,copper transporter ATPase,Inorganic ion transport and metabolism,O32220,Op1263
BSU_33510,copZ,AL009126.3,BSU33510,3443613,3443822,-,copper insertion chaperone and transporter component,Inorganic ion transport and metabolism,O32221,Op1263
BSU_33520,csoR,AL009126.3,BSU33520,3443896,3444201,-,repressor of copper utilisation proteins-Cu(I),Function unknown,O32222,Op1264
BSU_33530,iolW,AL009126.3,BSU33530,3444329,3445405,+,scyllo-inositol 2-dehydrogenase (NADP(+)-dependent),Function unknown,O32223,Op1265
BSU_33540,azoRB,AL009126.3,BSU33540,3445442,3446077,-,NADH:dichloroindophenol oxidoreductase (2-methylhydroquinone resistance),Lipid transport and metabolism,O32224,Op1266
BSU_33550,yvaC,AL009126.3,BSU33550,3446237,3448132,-,putative integral inner membrane protein,Function unknown,O32225,Op5
BSU_33560,yvaD,AL009126.3,BSU33560,3448295,3448696,-,putative integral inner membrane protein,Function unknown,O32226,Op5
BSU_33570,yvaE,AL009126.3,BSU33570,3448693,3449052,-,putative metabolite-efflux transporter,Inorganic ion transport and metabolism,O32227,Op5
BSU_33580,yvaF,AL009126.3,BSU33580,3449049,3449621,-,putative transcriptional regulator,Transcription,O32228,Op5
BSU_33590,yvaG,AL009126.3,BSU33590,3449732,3450526,-,putative oxidoreductase,Lipid transport and metabolism,O32229,Op5
BSU_33600,smpB,AL009126.3,BSU33600,3451248,3451718,-,tmRNA-binding protein,"Post-translational modification, protein turnover, and chaperones",O32230,Op1267
BSU_33610,rnr,AL009126.3,BSU33610,3451863,3454202,-,ribonuclease R,Transcription,O32231,Op1267
BSU_33620,estA,AL009126.3,BSU33620,3454221,3454961,-,carboxylesterase,Function unknown,O32232,Op1267
BSU_33630,secG,AL009126.3,BSU33630,3455093,3455323,-,preprotein translocase subunit,"Intracellular trafficking, secretion, and vesicular transport",O32233,Op1267
BSU_33640,yvaM,AL009126.3,BSU33640,3455472,3456242,+,putative hydrolase,Function unknown,O32234,Op1268
BSU_33650,yvzC,AL009126.3,BSU33650,3456282,3456515,-,putative phage-like transcriptional regulator,Transcription,O32235,Op1269
BSU_33660,rghRA,AL009126.3,BSU33660,3456667,3457074,+,transcriptional repressor,Transcription,O32236,Op5
BSU_33670,rghRB,AL009126.3,BSU33670,3457104,3457523,+,putative phage-like transcriptional repressor,Transcription,O32237,Op5
BSU_33680,catR,AL009126.3,BSU33680,3457615,3457941,+,transcriptional regulator of catechol dioxygenase,Transcription,O32238,Op5
BSU_33690,yvaQ,AL009126.3,BSU33690,3458066,3459766,+,putative methyl-accepting transducer,Cell motility,O32239,Op5
BSU_33700,opuBD,AL009126.3,BSU33700,3459806,3460486,-,choline ABC transporter (permease),Inorganic ion transport and metabolism,P39775,Op1270
BSU_33710,opuBC,AL009126.3,BSU33710,3460503,3461423,-,choline ABC transporter (choline-binding lipoprotein),Cell wall/membrane/envelope biogenesis,Q45462,Op1270
BSU_33720,opuBB,AL009126.3,BSU33720,3461435,3462088,-,choline ABC transporter (permease),Inorganic ion transport and metabolism,Q45461,Op1270
BSU_33730,opuBA,AL009126.3,BSU33730,3462105,3463250,-,choline ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Q45460,Op1270
BSU_33740,yvaV,AL009126.3,BSU33740,3463534,3464067,+,putative transcriptional regulator (controlling choline uptake),Transcription,C0SPB8,Op5
BSU_33750,sdpA,AL009126.3,BSU33750,3464289,3464765,+,export step of killing factor SdpC,No COG annotation,O34889,Op1271
BSU_33760,sdpB,AL009126.3,BSU33760,3464762,3465733,+,export step of killing factor SdpC,No COG annotation,O34616,Op1271
BSU_33770,spbC,AL009126.3,BSU33770,3465776,3466387,+,precursor of killing factor SdpC,No COG annotation,O34344,Op1271
BSU_33780,sdpI,AL009126.3,BSU33780,3466434,3467057,-,integral membrane immunity regulator of autophagy,Function unknown,O32241,Op1272
BSU_33790,sdpR,AL009126.3,BSU33790,3467054,3467326,-,transcriptional regulator of SdpC synthesis operon (ArsR family),Transcription,O32242,Op1272
BSU_33800,opuCD,AL009126.3,BSU33800,3467546,3468235,-,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Inorganic ion transport and metabolism,O34742,Op1273
BSU_33810,opuCC,AL009126.3,BSU33810,3468253,3469164,-,glycine betaine/carnitine/choline/choline sulfate ABC transporter (osmoprotectant-binding lipoprotein),Cell wall/membrane/envelope biogenesis,O32243,Op1273
BSU_33820,opuCB,AL009126.3,BSU33820,3469184,3469837,-,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Inorganic ion transport and metabolism,O34878,Op1273
BSU_33830,opuCA,AL009126.3,BSU33830,3469860,3471002,-,glycine betaine/carnitine/choline/choline sulfate ABC transporter (ATP-binding protein),Amino acid transport and metabolism,O34992,Op1273
BSU_33840,opcR,AL009126.3,BSU33840,3471266,3471823,+,negative transcriptional regulator of choline uptake systems,Transcription,O34709,Op1274
BSU_33850,yvbG,AL009126.3,BSU33850,3471841,3472476,-,putative integral membrane protein,"Intracellular trafficking, secretion, and vesicular transport",O32244,Op1275
BSU_33860,yvbH,AL009126.3,BSU33860,3472626,3473240,+,conserved protein of unknown function,Function unknown,O32245,Op5
BSU_33870,yvbI,AL009126.3,BSU33870,3473372,3474070,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,O32246,Op5
BSU_33880,yvbJ,AL009126.3,BSU33880,3474106,3475923,-,conserved protein of unknown function,Function unknown,O32247,Op1276
BSU_33890,yvbK,AL009126.3,BSU33890,3476043,3476510,+,putative N-acyltransferase,Transcription,O32248,Op1277
BSU_33900,eno,AL009126.3,BSU33900,3476555,3477847,-,enolase,Carbohydrate transport and metabolism,P37869,Op1278
BSU_33910,pgm,AL009126.3,BSU33910,3477877,3479412,-,phosphoglycerate mutase,Carbohydrate transport and metabolism,P39773,Op1278
BSU_33920,tpiA,AL009126.3,BSU33920,3479405,3480166,-,triose phosphate isomerase,Carbohydrate transport and metabolism,P27876,Op1278
BSU_33930,pgk,AL009126.3,BSU33930,3480197,3481381,-,phosphoglycerate kinase,Nucleotide transport and metabolism,P40924,Op1278
BSU_33940,gapA,AL009126.3,BSU33940,3481698,3482705,-,glyceraldehyde-3-phosphate dehydrogenase (NAD-dependent%2C glycolytic),Carbohydrate transport and metabolism,P09124,Op1278
BSU_33950,cggR,AL009126.3,BSU33950,3482752,3483774,-,transcriptional regulator of gapA,Transcription,O32253,Op1278
BSU_33960,araE,AL009126.3,BSU33960,3484072,3485466,-,arabinose-related compounds permease,"Intracellular trafficking, secretion, and vesicular transport",P96710,Op1279
BSU_33970,araR,AL009126.3,BSU33970,3485670,3486758,+,transcriptional repressor of the ara regulon (LacI family),Transcription,P96711,Op1280
BSU_33980,yvbT,AL009126.3,BSU33980,3486807,3487817,-,putative alkanal monooxygenase,Energy production and conversion,O32254,Op5
BSU_33990,yvbU,AL009126.3,BSU33990,3487974,3488852,-,putative transcriptional regulator (LysR family),Transcription,O32255,Op5
BSU_34000,cyeB,AL009126.3,BSU34000,3488952,3489869,+,cysteine and O-acetylserine efflux permease,Amino acid transport and metabolism,O32256,Op1281
BSU_34010,yvbW,AL009126.3,BSU34010,3489910,3491253,-,putative leucine permease,Amino acid transport and metabolism,O32257,Op5
BSU_34020,yvbX,AL009126.3,BSU34020,3491655,3492689,-,putative epimerase modification of peptidoglycan,Function unknown,O32258,Op5
BSU_34030,lutC,AL009126.3,BSU34030,3492797,3493519,-,component of an iron-sulfur oxidase for L-lactate utilization,Function unknown,O32259,Op5
BSU_34040,lutB,AL009126.3,BSU34040,3493519,3494958,-,component of an iron-sulfur oxidase linked to L-lactate utilization,Energy production and conversion,O07021,Op5
BSU_34050,lutA,AL009126.3,BSU34050,3494985,3495701,-,iron-sulfur oxidase subunit used in L-lactate utilization,Energy production and conversion,O07020,Op5
BSU_34060,yvfU,AL009126.3,BSU34060,3495876,3496478,-,two-component response regulator [YvfT],Signal transduction mechanisms,O07019,Op5
BSU_34070,yvfT,AL009126.3,BSU34070,3496495,3497610,-,two-component sensor histidine kinase [YvfU],Signal transduction mechanisms,Q795K2,Op5
BSU_34080,yvfS,AL009126.3,BSU34080,3497614,3498351,-,putative ABC transporter (permease),Defense mechanisms,O07017,Op5
BSU_34090,yvfR,AL009126.3,BSU34090,3498352,3499257,-,putative ABC efflux transporter (ATP-binding protein),Defense mechanisms,O07016,Op5
BSU_34100,rsbQ,AL009126.3,BSU34100,3499541,3500350,+,regulator of RsbP phosphatase,Function unknown,O07015,Op1282
BSU_34110,rsbP,AL009126.3,BSU34110,3500386,3501597,+,phosphoserine protein-phosphatase,Signal transduction mechanisms,O07014,Op1282
BSU_34120,ganB,AL009126.3,BSU34120,3501651,3502940,-,endo-beta-1%2C4-galactanase,Carbohydrate transport and metabolism,O07013,Op1283
BSU_34130,ganA,AL009126.3,BSU34130,3503020,3505083,-,short chain beta-1%2C4-galacto-oligosaccharides beta-galactosidase (beta-galacto-pyranoside hydrolase),Carbohydrate transport and metabolism,O07012,Op1283
BSU_34140,ganQ,AL009126.3,BSU34140,3505102,3505953,-,galacto-oligosaccharides (galactan) oligomer permease,Inorganic ion transport and metabolism,O07011,Op1283
BSU_34150,ganP,AL009126.3,BSU34150,3505957,3507213,-,galacto-oligosaccharides (galactan) oligomer permease,Inorganic ion transport and metabolism,O32261,Op1283
BSU_34160,ganS,AL009126.3,BSU34160,3507253,3508518,-,polygalactose / cyclodextrin-binding lipoprotein,Carbohydrate transport and metabolism,O07009,Op1283
BSU_34170,ganR,AL009126.3,BSU34170,3508659,3509651,-,transcriptional regulator of the galactan degradation operon (GanR / beta-1%2C4-galactobiose),Transcription,O07008,Op5
BSU_34180,lutR,AL009126.3,BSU34180,3509831,3510490,-,L-lactate utilization global transcriptional regulator (GntR family),Transcription,O07007,Op5
BSU_34190,lutP,AL009126.3,BSU34190,3510780,3512471,+,L-lactate permease,Energy production and conversion,P71067,Op1284
BSU_34200,sigL,AL009126.3,BSU34200,3512498,3513808,-,RNA polymerase sigma-54 factor (sigma-L),Transcription,P24219,Op1285
BSU_34210,yvfG,AL009126.3,BSU34210,3513887,3514105,+,conserved protein of unknown function,Function unknown,P71066,Op1286
BSU_34220,epsO,AL009126.3,BSU34220,3514115,3515083,-,pyruvyl transferase for matrix biofilm formation,Carbohydrate transport and metabolism,P71065,Op1287
BSU_34230,epsN,AL009126.3,BSU34230,3515062,3516228,-,putative aminotransferase involved in biofilm matrix formation,Amino acid transport and metabolism,Q795J3,Op1287
BSU_34240,epsM,AL009126.3,BSU34240,3516233,3516883,-,putative O-acetyltransferase involved in biofilm matrix formation,Carbohydrate transport and metabolism,P71063,Op1287
BSU_34250,epsL,AL009126.3,BSU34250,3516880,3517488,-,putative phosphotransferase involved in extracellular matrix synthesis,Cell wall/membrane/envelope biogenesis,P71062,Op1287
BSU_34265,epsK,AL009126.3,BSU34265,3517485,3519002,-,putative extracellular matrix component exporter%3B putative cyclic di-GMP receptor,Function unknown,P71060,Op1287
BSU_34280,epsJ,AL009126.3,BSU34280,3518999,3520033,-,putative glycosyl transferase involved in biofilm matrix formation,Function unknown,P71059,Op1287
BSU_34290,epsI,AL009126.3,BSU34290,3520030,3521106,-,putative polysaccharide pyruvyl transferase involved in biofilm matrix formation,Carbohydrate transport and metabolism,P71058,Op1287
BSU_34300,epsH,AL009126.3,BSU34300,3521111,3522145,-,putative glycosyltransferase involved in biofilm formation,Function unknown,P71057,Op1287
BSU_34310,epsG,AL009126.3,BSU34310,3522170,3523273,-,biofilm extracellular matrix formation chain-length determining factor,Function unknown,P71056,Op1287
BSU_34320,epsF,AL009126.3,BSU34320,3523270,3524424,-,putative glycosyltransferase involved in matrix formation (chain-length determination),Cell wall/membrane/envelope biogenesis,P71055,Op1287
BSU_34330,epsE,AL009126.3,BSU34330,3524417,3525253,-,bifunctional flagellar clutch and glycosyltransferase acting during biofilm formation,Cell wall/membrane/envelope biogenesis,P71054,Op1287
BSU_34340,epsD,AL009126.3,BSU34340,3525250,3526395,-,putative extracellular matrix glycosyltransferase,Cell wall/membrane/envelope biogenesis,P71053,Op1287
BSU_34350,epsC,AL009126.3,BSU34350,3526407,3528203,-,putative UDP-sugar epimerase involved in biofilm matrix formation,Carbohydrate transport and metabolism,P71052,Op1287
BSU_34360,epsB,AL009126.3,BSU34360,3528462,3529145,-,protein tyrosine kinase involved in biofilm matrix formation,"Cell cycle control, cell division, chromosome partitioning",P71051,Op1287
BSU_34370,epsA,AL009126.3,BSU34370,3529151,3529855,-,modulator of protein tyrosine kinase EpsB involved in biofilm matrix formation,Cell wall/membrane/envelope biogenesis,P71050,Op1287
BSU_34380,slrR,AL009126.3,BSU34380,3530101,3530559,+,transcriptional regulator of autolysin genes (biofilm formation),Transcription,P71049,Op5
BSU_34390,pnbA,AL009126.3,BSU34390,3530635,3532104,+,para-nitrobenzyl esterase (intracellular esterase B),Lipid transport and metabolism,P37967,Op5
BSU_34399,BSU_34399,AL009126.3,BSU34399,3532107,3532298,+,hypothetical protein,No COG annotation,A0A2K4Z9N5,Op1288
BSU_34400,padC,AL009126.3,BSU34400,3532325,3532810,-,phenolic acid decarboxylase,"Secondary metabolites biosynthesis, transport, and catabolism",O07006,Op1289
BSU_34410,yveG,AL009126.3,,3532833,3533144,-,conserved protein of unknown function,Function unknown,,Op1289
BSU_34420,yveF,AL009126.3,,3533196,3533288,-,hypothetical protein,No COG annotation,,Op1289
BSU_34430,racX,AL009126.3,BSU34430,3533419,3534102,-,promiscuous aminoacid racemase (prefers arginine%2C lysine and ornithine),Cell wall/membrane/envelope biogenesis,P32960,Op1290
BSU_34440,pbpE,AL009126.3,BSU34440,3534118,3535473,-,penicillin-binding protein 4*,Defense mechanisms,P32959,Op1290
BSU_34450,sacB,AL009126.3,BSU34450,3536012,3537433,+,levansucrase%3B levanase (moonlighting),Cell wall/membrane/envelope biogenesis,P05655,Op1291
BSU_34460,levB,AL009126.3,BSU34460,3537507,3539057,+,endolevanase%2C selectively cleaves the (beta-2%2C6) fructosyl bonds,Carbohydrate transport and metabolism,O07003,Op1291
BSU_34470,aspP,AL009126.3,BSU34470,3539165,3540727,+,L-aspartate/L-glutamate / proton permease,Amino acid transport and metabolism,O07002,Op1291
BSU_34480,yvdT,AL009126.3,BSU34480,3540717,3541406,+,putative transcriptional regulator (TetR/AcrR family),Transcription,,Op5
BSU_34490,psmA,AL009126.3,BSU34490,3541488,3541823,+,sodium / proton antiporter subunit A,Inorganic ion transport and metabolism,O32262,Op5
BSU_34500,psmB,AL009126.3,BSU34500,3541823,3542143,+,sodium-proton two component antiporter subunit,Inorganic ion transport and metabolism,O06999,Op5
BSU_34510,yvdQ,AL009126.3,BSU34510,3542179,3542691,-,conserved protein of unknown function,Function unknown,O06998,Op1292
BSU_34520,cotNP,AL009126.3,BSU34520,3542943,3544286,-,spore coat protein%3B putative oxidoreductase,Energy production and conversion,O06997,Op1293
BSU_34530,cotR,AL009126.3,BSU34530,3544642,3545604,+,spore coat lipolytic enzyme,Function unknown,O06996,Op1294
BSU_34540,clpP,AL009126.3,BSU34540,3546234,3546827,+,ATP-dependent Clp protease proteolytic subunit%3B Maxwell's demon,"Post-translational modification, protein turnover, and chaperones",P80244,Op1295
BSU_34550,mdxM,AL009126.3,BSU34550,3546873,3547553,-,bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase,Function unknown,O06995,Op5
BSU_34560,mdxL,AL009126.3,BSU34560,3547550,3549235,-,oligo-1%2C4-1%2C6-alpha-glucosidase (sucrase-maltase-isomaltase),Carbohydrate transport and metabolism,O06994,Op5
BSU_34570,mdxK,AL009126.3,BSU34570,3549228,3551501,-,maltose phosphorylase,Carbohydrate transport and metabolism,O06993,Op5
BSU_34580,mdxJ,AL009126.3,BSU34580,3551479,3552363,-,putative component of maltodextrin transporter,Function unknown,O06992,Op5
BSU_34590,mdxG,AL009126.3,BSU34590,3552369,3553205,-,maltodextrin ABC transporter (permease),Inorganic ion transport and metabolism,O06991,Op5
BSU_34600,mdxF,AL009126.3,BSU34600,3553206,3554513,-,maltodextrin ABC transport system (permease),Inorganic ion transport and metabolism,O06990,Op5
BSU_34610,mdxE,AL009126.3,BSU34610,3554553,3555806,-,maltose/maltodextrin-binding lipoprotein,Carbohydrate transport and metabolism,O06989,Op5
BSU_34620,mdxD,AL009126.3,BSU34620,3555902,3557671,-,maltogenic alpha-amylase,Carbohydrate transport and metabolism,O06988,Op5
BSU_34630,mdxR,AL009126.3,BSU34630,3557784,3558734,-,transcriptional activator of the maltodextrin operon (LacI family),Transcription,O06987,Op5
BSU_34640,yvdD,AL009126.3,BSU34640,3558940,3559515,-,putative enzyme,Function unknown,O06986,Op1296
BSU_34650,yvdC,AL009126.3,BSU34650,3559632,3559952,+,putative pyrophosphohydrolase,Function unknown,O32263,Op1297
BSU_34660,yvdB,AL009126.3,BSU34660,3559979,3561571,-,putative anion transporter,Inorganic ion transport and metabolism,O06984,Op5
BSU_34670,yvdA,AL009126.3,BSU34670,3561590,3562183,-,putative carbonic anhydrase,Inorganic ion transport and metabolism,O06983,Op5
BSU_34680,yvcT,AL009126.3,BSU34680,3562566,3563543,+,putative 2-ketogluconate reductase%3B hydroxypyruvate / glyoxylate reductase,Energy production and conversion,O32264,Op1298
BSU_34690,psdB,AL009126.3,BSU34690,3563581,3565521,-,lantibiotic ABC transporter (permease),Defense mechanisms,O06981,Op1299
BSU_34700,psdA,AL009126.3,BSU34700,3565496,3566275,-,lantibiotic ABC transporter (ATP-binding protein),Defense mechanisms,O06980,Op1299
BSU_34710,psdS,AL009126.3,BSU34710,3566358,3567428,-,two-component sensor histidine kinase [PsdR] response to lantibiotics (nisin and gallidermin),Signal transduction mechanisms,O06979,Op1299
BSU_34720,psdR,AL009126.3,BSU34720,3567422,3568135,-,two-component response regulator [PsdS] responding to lipid II-binding lantibiotics (nisin and gallidermin),Signal transduction mechanisms,O06978,Op1299
BSU_34729,yvzJ,AL009126.3,BSU34729,3568282,3568491,+,putative lipoprotein,No COG annotation,C0H3R7,Op1300
BSU_34730,yvcN,AL009126.3,BSU34730,3568527,3569291,-,putative arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",O06977,Op5
BSU_34740,crh,AL009126.3,BSU34740,3569292,3569549,-,catabolite repression HPr-like protein,Carbohydrate transport and metabolism,O06976,Op5
BSU_34750,whiA,AL009126.3,BSU34750,3569573,3570523,-,putative morphogen,Transcription,O06975,Op5
BSU_34760,mgfK,AL009126.3,BSU34760,3570546,3571499,-,gluconeogenesis morphogenetic factor (UDP-sugar binding),Function unknown,O06974,Op5
BSU_34770,yvcJ,AL009126.3,BSU34770,3571501,3572388,-,GTPase possibly involved in regulator sRNA degradation,Function unknown,O06973,Op5
BSU_34780,yvcI,AL009126.3,BSU34780,3572413,3572889,-,putative triphosphate pyrophosphate hydrolase,Nucleotide transport and metabolism,O06972,Op5
BSU_34790,trxB,AL009126.3,BSU34790,3573207,3574157,-,thioredoxin reductase,Energy production and conversion,P80880,Op5
BSU_34800,cwlO,AL009126.3,BSU34800,3574363,3575784,-,secreted cell wall DL-endopeptidase,Cell wall/membrane/envelope biogenesis,P40767,Op1301
BSU_34810,yvcD,AL009126.3,BSU34810,3576165,3577619,-,conserved protein of unknown function,Function unknown,O06968,Op5
BSU_34820,bmrA,AL009126.3,BSU34820,3577745,3579514,-,efflux transporter (ATP-binding and permease protein),Defense mechanisms,O06967,Op1302
BSU_34830,yvzA,AL009126.3,BSU34830,3579679,3580038,-,conserved protein of unknown function,No COG annotation,O32265,Op5
BSU_34840,yvcB,AL009126.3,BSU34840,3580053,3581963,-,conserved protein of unknown function,No COG annotation,O06966,Op5
BSU_34850,yvcA,AL009126.3,BSU34850,3581965,3582690,-,putative lipoprotein,No COG annotation,O06965,Op5
BSU_34860,hisIE,AL009126.3,BSU34860,3582936,3583565,-,bifunctional phosphoribosyl-AMP cyclohydrolase%3B phosphoribosyl-ATP pyrophosphohydrolase,Amino acid transport and metabolism,O34912,Op5
BSU_34870,hisF,AL009126.3,BSU34870,3583562,3584320,-,imidazole glycerol phosphate synthase subunit,Amino acid transport and metabolism,O34727,Op5
BSU_34880,hisA,AL009126.3,BSU34880,3584317,3585054,-,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,Amino acid transport and metabolism,O35006,Op5
BSU_34890,hisH,AL009126.3,BSU34890,3585051,3585689,-,imidazole glycerol phosphate synthase%2C glutamine amidotransferase subunit,Amino acid transport and metabolism,O34565,Op5
BSU_34900,hisB,AL009126.3,BSU34900,3585690,3586274,-,imidazoleglycerol-phosphate dehydratase [Mn(II)-dependent],Amino acid transport and metabolism,O34683,Op5
BSU_34910,hisD,AL009126.3,BSU34910,3586271,3587554,-,histidinol dehydrogenase,Amino acid transport and metabolism,O34651,Op5
BSU_34920,hisG,AL009126.3,BSU34920,3587551,3588192,-,ATP phosphoribosyltransferase,Amino acid transport and metabolism,O34520,Op5
BSU_34930,hisZ,AL009126.3,BSU34930,3588185,3589360,-,histidyl-tRNA synthetase-like subunit of ATP phophoribosyltransferase,Amino acid transport and metabolism,O34459,Op5
BSU_34940,yvpB,AL009126.3,BSU34940,3589611,3590363,+,putative hydratase,Cell motility,O34735,Op5
BSU_34950,pelC,AL009126.3,BSU34950,3590603,3591268,+,secreted pectate (polygalacturonate) lyase,Carbohydrate transport and metabolism,O34310,Op5
BSU_34960,hprF,AL009126.3,BSU34960,3591288,3591806,-,dephosphorylated heptaprenylglyceryl phosphate O-acetyltransferase,Function unknown,O34993,Op5
BSU_34970,ppaX,AL009126.3,BSU34970,3591810,3592460,-,Hpr-associated pyrophosphatase,Function unknown,Q9JMQ2,Op5
BSU_34980,yvoD,AL009126.3,BSU34980,3592457,3593395,-,putative integral inner membrane protein with nucleotide binding domain,Inorganic ion transport and metabolism,O34382,Op5
BSU_34990,lgt,AL009126.3,BSU34990,3593419,3594228,-,prelipoprotein diacylglycerol transferase,Cell wall/membrane/envelope biogenesis,O34752,Op5
BSU_35000,hprK,AL009126.3,BSU35000,3594242,3595174,-,serine/threonine protein kinase/phosphorylase (pyrophosphate-producing),Nucleotide transport and metabolism,O34483,Op1303
BSU_35010,nagA,AL009126.3,BSU35010,3595356,3596546,+,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,O34450,Op1304
BSU_35020,nagBA,AL009126.3,BSU35020,3596543,3597271,+,glucosamine-6-phosphate isomerase,Carbohydrate transport and metabolism,O35000,Op1304
BSU_35030,nagR,AL009126.3,BSU35030,3597289,3598020,+,transcriptional regulator (GntR family),Transcription,O34817,Op1304
BSU_35040,yvnB,AL009126.3,BSU35040,3598040,3601909,-,putative exported hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",O34986,Op1305
BSU_35050,yvnA,AL009126.3,BSU35050,3602074,3602547,+,putative transcriptional regulator,Transcription,O34692,Op1306
BSU_35060,cypX,AL009126.3,BSU35060,3602588,3603805,-,cyclo-L-leucyl-L-leucyl dipeptide oxidase%2C pulcheriminic synthase,Energy production and conversion,O34926,Op1307
BSU_35070,pchC,AL009126.3,BSU35070,3603821,3604567,-,cyclodipeptide synthase (tRNA-dependent)%2C pulcherimminic acid precursor,Function unknown,O34351,Op1307
BSU_35080,pchR,AL009126.3,BSU35080,3604993,3605502,+,transcriptional regulator for pulcherriminic acid synthesis,Transcription,P40762,Op1308
BSU_35090,pchE,AL009126.3,BSU35090,3605523,3606734,+,pulcherriminic acid efflux transporter,Amino acid transport and metabolism,O34307,Op1308
BSU_35100,yvlD,AL009126.3,BSU35100,3606762,3607121,-,putative integral phage holin-like membrane protein,Function unknown,O34648,Op1309
BSU_35110,yvlC,AL009126.3,BSU35110,3607123,3607320,-,membrane associated phage-like stress regulator%2C nisin resistance,Transcription,O34719,Op1309
BSU_35120,yvlB,AL009126.3,BSU35120,3607325,3608422,-,conserved protein of unknown function%2C stress-related,Function unknown,O34628,Op1309
BSU_35130,yvlA,AL009126.3,BSU35130,3608447,3608773,-,conserved protein of unknown function,No COG annotation,O34322,Op1309
BSU_35140,yvkN,AL009126.3,BSU35140,3608991,3609221,+,conserved protein of unknown function,No COG annotation,O34604,Op1310
BSU_35150,yvzB,AL009126.3,,3609420,3609902,-,putative flagellin,Cell motility,,Op1311
